movie_id,genre_id
109443,35
2022,35
2022,10749
37686,53
37686,878
37686,9648
462,18
9919,35
9919,10749
187017,80
187017,35
187017,28
628,27
628,10749
10201,35
302699,28
302699,35
9441,18
9441,10749
274167,35
224141,14
224141,35
224141,10402
388,80
388,18
388,53
2112,18
2112,28
2112,53
2112,80
10329,28
10329,12
10329,18
10329,9648
10329,878
10329,53
74465,18
74465,35
74465,10751
13811,28
13811,12
13811,18
13811,9648
13811,878
13811,53
6877,35
10320,18
10320,27
10320,53
50646,35
50646,18
50646,10749
8920,16
8920,35
8920,10751
13673,35
13673,10751
60308,18
6950,28
6950,18
6950,878
6950,53
225574,28
225574,53
225574,9648
13836,12
13836,10751
13836,14
13836,878
13836,53
13836,28
752,28
752,53
752,14
6038,28
6038,12
6038,35
6038,37
9975,12
9975,16
9975,35
9975,10751
11451,35
11451,10751
11451,12
11451,14
11451,10749
12103,53
60304,14
60304,27
60304,28
2251,53
2251,18
46529,28
46529,53
46529,878
46529,12
231,18
231,53
300671,28
300671,18
300671,36
300671,53
300671,10752
228326,10749
228326,16
228326,12
228326,35
228326,10751
228326,14
9754,53
66,80
66,18
66,53
4421,28
4421,18
2649,18
2649,53
2649,9648
588,27
588,9648
10393,35
71552,35
9631,28
9631,12
9631,80
9631,18
9631,9648
9631,53
216282,28
216282,53
306,28
306,35
306,80
928,35
928,27
928,14
205587,18
6623,28
6623,53
1577,27
1577,28
1577,878
9801,35
9801,10749
2116,53
2116,80
2116,18
9624,28
9624,53
14199,12
14199,10751
14199,878
1907,18
1907,12
1907,10749
1907,53
4599,18
4599,35
4599,10749
22832,28
22832,80
22832,53
10390,18
10390,10749
9879,18
9879,53
9879,80
38579,10751
38579,35
44603,18
44603,14
11892,80
11892,18
11892,53
9691,28
9691,12
9691,80
9691,53
1248,80
1248,18
1248,53
12220,35
12220,18
12220,10749
72710,28
72710,12
72710,10749
72710,878
72710,53
10782,28
10782,18
10782,9648
10782,53
10782,80
9573,80
9573,18
9573,9648
9573,53
4959,18
4959,53
4959,80
10061,28
10061,12
10061,878
10061,53
10386,12
10386,16
10386,10751
10386,14
10386,878
421,12
421,35
421,18
316152,10752
316152,28
316152,18
316152,36
316152,53
11615,18
11615,53
11615,80
13498,35
13498,28
241554,28
241554,80
241554,18
241554,9648
241554,53
2252,53
2252,80
2252,9648
11968,28
11968,53
11968,12
11968,80
10047,12
10047,18
10047,28
10047,36
10047,10752
38319,35
69668,18
69668,53
69668,9648
9770,28
9770,18
9770,53
11212,28
11212,12
11212,35
11212,10751
10533,18
10533,36
10533,10749
38363,18
38363,53
9923,28
9923,80
11863,28
11863,53
11863,9648
11863,10749
18501,28
18501,53
18501,878
109491,14
109491,18
109491,10749
9275,35
9275,80
9275,18
9275,53
329833,35
12634,35
12634,80
10416,35
10416,18
10416,10749
10416,878
47327,14
47327,53
47327,28
47327,80
15268,28
15268,12
15268,878
15268,53
10796,28
10796,878
10796,53
9548,28
9548,35
9548,53
9548,80
9548,9648
18947,18
18947,35
1900,53
1900,18
1900,80
89,12
89,28
96724,18
96724,10749
198184,80
198184,28
198184,878
9481,18
9481,9648
9481,53
9481,80
4547,80
4547,18
4547,53
53953,27
6415,28
6415,12
6415,35
181283,80
181283,53
9896,12
9896,35
167,18
167,878
11232,35
11232,14
11232,10749
11232,878
1636,14
1636,35
1636,10749
2148,10402
2148,18
2148,80
2148,10749
5176,37
260346,53
260346,28
1389,10749
1389,35
1389,80
9894,35
9894,18
9894,53
7504,18
8592,12
8592,28
8592,35
8592,53
8592,80
913,18
913,80
913,10749
11091,35
11091,18
11091,10749
1368,28
1368,12
1368,53
1368,10752
593,18
593,878
593,12
593,9648
5393,16
5393,35
5393,10751
5393,14
5393,878
9095,18
9095,27
9095,53
9095,10749
8874,35
8874,10749
11467,35
11467,10749
320,80
320,9648
320,53
199,878
199,28
199,12
199,53
20533,28
20533,37
20533,18
20533,14
20533,53
10684,18
10684,53
10684,9648
10684,10752
1624,35
325789,80
325789,18
325789,53
113464,18
113464,36
113464,10752
888,14
888,35
888,10751
82675,28
82675,80
82675,53
4256,35
1493,35
1493,80
1493,28
88751,28
88751,878
88751,12
88751,35
88751,10751
11130,35
11130,18
11130,10751
11130,10749
9944,18
9944,9648
9944,53
9944,80
10731,18
10731,53
10731,80
10731,9648
7350,18
7350,35
9869,18
9869,28
9869,53
9869,80
4379,10749
4379,35
146233,18
146233,53
146233,80
2034,28
2034,80
2034,18
2034,53
926,35
926,10751
926,878
4248,35
64328,35
64328,10751
64328,10402
36647,27
36647,28
7214,18
1537,28
1537,12
1537,80
1537,53
9360,12
9360,27
9360,53
6282,35
508,35
508,10749
508,18
9487,12
9487,16
9487,35
9487,10751
768,27
768,9648
768,53
2636,28
2636,53
10478,35
10478,18
10478,10749
27983,35
27983,18
27983,10751
9981,10749
9981,35
9981,10751
7453,12
7453,35
7453,10751
7453,878
15045,35
15045,18
15045,10751
7737,27
7737,28
7737,878
232672,35
17379,12
17379,35
17379,18
8987,28
8987,12
8987,80
8987,53
11359,12
11359,10751
11359,14
82525,80
82525,18
82525,53
9759,28
9759,12
9759,80
9759,53
9486,12
9486,28
9486,35
9906,14
9906,12
9906,16
9906,35
9906,10751
841,28
841,878
841,12
4688,12
4688,18
4688,10402
4688,10749
4148,18
4148,10749
2207,28
2207,12
2207,80
2207,53
9381,28
9381,12
9381,878
9381,53
9625,28
9625,12
9625,80
9625,18
9625,53
9304,35
9304,14
9304,878
20856,12
20856,35
20856,10751
20856,14
20856,878
5955,80
5955,18
5955,9648
5955,53
9899,35
9899,10402
9826,12
9826,28
21355,18
21355,10749
21355,37
10858,36
10858,18
11439,53
11439,9648
9457,12
9457,28
9457,27
9457,878
12412,18
12412,10752
1494,28
1494,18
1494,14
13184,28
13184,80
13184,53
2185,28
2185,35
2185,53
6639,18
6639,10749
38153,28
38153,53
58233,80
58233,12
58233,28
58233,35
58233,53
116977,16
116977,28
116977,35
116977,10751
68734,18
68734,53
5503,12
5503,28
5503,53
5503,80
5503,9648
27573,28
819,80
819,18
819,53
1369,28
1369,12
1369,53
1369,10752
9623,18
9623,53
10895,16
10895,10751
10935,28
10935,18
10935,36
10935,37
834,14
834,28
834,878
834,53
228066,18
228066,878
228066,53
711,18
10468,35
10468,18
10027,28
10027,80
11812,10749
11812,35
37233,18
37233,9648
37233,53
37950,18
27582,28
27582,53
27582,80
64688,28
64688,35
64688,80
509,10749
509,35
509,18
7443,16
7443,35
7443,10751
5966,35
5966,10749
11066,35
11066,10749
136795,28
136795,35
136795,80
8095,18
8095,36
8095,10749
87826,35
11560,18
11560,9648
11560,53
11560,80
25189,35
25189,18
25189,10749
2637,18
2637,27
2637,9648
18480,35
709,12
709,28
709,53
49730,14
49730,53
49730,27
2749,28
2749,80
2749,53
9607,12
9607,35
9607,10751
9607,14
1830,80
1830,18
1830,53
79,18
79,12
79,28
79,36
54054,28
54054,35
54054,80
228967,28
228967,35
46528,12
46528,14
46528,28
46528,37
46528,53
27936,28
27936,35
27936,80
65,18
280391,12
280391,35
280391,16
9476,12
9476,18
9476,10749
9476,28
10610,53
10610,14
10610,28
10610,35
745,9648
745,53
745,18
49527,28
49527,53
49527,80
73937,35
1885,18
168672,18
168672,80
18240,35
18240,10749
18240,18
10398,80
10398,18
10398,9648
10398,53
165,12
165,35
165,10751
165,878
240832,28
240832,878
216015,18
216015,10749
216015,53
12279,28
12279,12
12279,35
12279,10751
12279,878
1645,80
1645,18
1645,53
11007,35
193756,28
193756,18
193756,53
193756,10752
11287,35
259693,27
37799,18
10184,35
10184,10749
10184,18
4257,35
4234,27
4234,9648
196,12
196,35
196,10751
196,878
257091,35
6114,10749
6114,27
24803,10749
24803,18
109410,18
1213,53
1213,80
1213,18
100042,35
9036,12
9036,18
9036,10751
257211,35
323675,28
323675,35
9361,28
9361,12
9361,18
9361,36
9361,10749
9361,10752
1677,18
1677,10402
187,28
187,53
187,80
7461,18
7461,28
7461,53
7461,80
16538,35
9889,35
9889,10749
820,18
820,53
820,36
11565,35
11565,80
6073,28
6073,35
6073,80
6073,10749
16996,35
193610,35
193610,10749
19912,27
19912,9648
296098,53
296098,18
8007,28
8007,18
8007,53
8007,10752
32823,35
4380,18
4380,10749
4380,35
11551,35
11551,12
11551,14
11551,878
11551,28
10336,28
10336,12
10336,14
10336,27
10336,878
10336,53
11362,28
11362,12
11362,18
11362,53
50348,80
50348,18
50348,53
48138,28
48138,9648
48138,53
1124,18
1124,9648
1124,53
227159,35
68179,16
68179,35
68179,12
68179,10751
68179,878
1579,28
1579,12
1579,18
1579,53
708,28
708,12
708,53
34851,28
34851,878
34851,12
34851,53
9930,35
9930,80
9930,18
9930,10749
9930,53
1586,53
1586,9648
2044,10749
2044,18
2044,9648
9913,18
9913,27
9913,9648
9913,53
71864,14
71864,18
71864,35
71864,10751
10761,35
10761,10749
209451,10402
209451,18
11975,18
11975,80
11975,53
4970,27
4970,53
11831,18
11831,36
11831,9648
9096,12
440,14
440,28
440,878
440,53
440,27
11011,35
11011,10751
10641,18
10641,10749
11172,35
11172,10402
11172,10749
39513,12
39513,35
39513,878
82687,35
41446,27
41446,9648
8224,53
8224,80
8224,9648
10537,18
10537,10402
225886,35
10385,35
10385,18
55779,27
55779,9648
10154,35
10154,80
10154,10749
10647,18
10647,10749
11431,35
11431,18
11431,10749
8457,35
188161,35
188161,37
8850,12
8850,14
8850,28
8850,53
8850,878
64685,18
38357,35
38357,18
38357,10749
10060,18
11398,80
11398,28
11398,12
1833,18
1833,10749
10391,18
10391,27
10391,53
10391,80
8970,35
9306,14
9306,27
9306,878
11370,28
11370,12
11370,18
12184,18
1921,18
1921,10749
1683,27
203,18
203,80
11858,35
11858,10752
62835,28
62835,53
62835,80
62835,18
18937,14
18937,16
18937,18
18937,10749
18937,10751
13536,80
13536,18
13536,9648
15556,18
15556,10749
10718,28
11062,18
11062,53
10802,18
1887,18
1887,36
6071,28
6071,80
6071,18
6071,53
10461,28
10461,18
10461,53
10461,80
80278,53
80278,18
12704,28
12704,12
12704,35
10315,12
10315,16
10315,35
10315,10751
16643,35
16643,18
16643,10749
2687,35
2687,14
2687,878
194,35
194,10749
11025,35
8849,35
78698,12
78698,18
78698,10749
30943,18
30943,9648
9544,27
9544,53
24418,12
24418,14
24418,28
24418,53
7288,28
7288,35
7288,53
14655,35
14655,10402
24575,28
24575,18
24575,53
10366,28
10366,878
19898,28
19898,27
19898,9648
19898,878
19898,53
4965,28
4965,878
4965,53
15074,28
15074,12
15074,18
15074,53
56715,35
56715,14
56715,878
1272,878
1272,53
72358,18
72358,35
20542,12
20542,14
20542,16
20542,35
20542,878
20542,10751
266396,28
266396,18
266396,80
9978,12
9978,28
9978,10751
8271,53
8271,18
8271,9648
10428,28
10428,80
10428,53
10428,18
5353,28
5353,12
5353,53
5353,18
11934,35
11934,18
14392,28
14392,18
14392,36
19495,28
19495,36
19495,10752
110415,28
110415,878
110415,18
77459,12
77459,16
77459,35
77459,10751
77459,14
26486,28
26486,35
9495,14
9495,28
9495,53
256040,28
256040,12
256040,10752
256040,36
24420,18
24420,10749
24420,14
1257,35
62214,16
62214,35
62214,10751
16320,878
16320,28
16320,12
16320,53
8842,10749
8842,18
9531,35
9531,28
9531,12
9531,14
9531,878
64807,35
12289,12
12289,18
12289,28
11529,35
11529,10749
20943,35
20943,10749
9099,35
9099,10751
9488,28
9488,12
9488,10751
193,878
193,28
193,12
193,53
44865,28
44865,18
44865,36
55787,18
55787,10749
257932,12
257932,10751
257932,14
257932,16
10400,18
1957,18
1957,53
10833,80
10833,35
10833,10749
256961,28
256961,35
256961,10751
5852,18
5852,10749
5852,53
12312,35
622,27
622,9648
622,53
11306,18
11306,53
12508,10402
12508,18
12508,35
25793,18
10534,28
10534,18
1091,27
1091,9648
1091,878
87421,878
87421,28
87421,53
10871,28
10871,12
10871,9648
10871,53
13503,28
13503,37
13600,12
13600,10751
13600,14
68722,18
14324,12
14324,28
14324,35
14324,10749
14325,18
299687,12
299687,878
312221,18
23168,80
23168,18
23168,53
76494,10749
76494,35
76494,18
4944,35
4944,18
10488,12
10488,35
10488,10751
10488,14
96721,18
96721,28
334,18
23742,28
23742,35
23742,80
259694,35
259694,10749
62837,18
62837,10751
8966,12
8966,14
8966,18
8966,10749
8470,18
8470,53
8470,80
11001,28
11001,35
11001,80
138832,35
138832,80
16911,28
16911,14
16911,878
16911,53
2163,18
2163,28
2163,53
36670,12
36670,28
36670,53
23048,878
23048,35
23048,12
227735,10751
227735,18
2155,53
8409,28
8409,18
222936,18
222936,35
222936,10749
31908,36
31908,18
10219,18
10219,10749
48171,18
48171,53
48171,27
782,53
782,878
782,9648
782,10749
75531,18
75531,35
11802,16
11802,10751
9776,35
18785,35
365222,28
365222,18
365222,36
817,12
817,35
817,80
817,878
268,14
268,28
45054,18
943,12
943,28
943,35
943,53
943,80
22881,18
10054,28
10054,35
10054,10751
10054,12
51540,35
51540,80
44264,18
44264,12
44264,37
350,35
350,18
350,10749
152,878
152,12
152,9648
109431,35
109431,80
1598,80
1598,53
8065,18
8065,80
271718,35
11638,35
11638,10749
409,18
409,10749
409,10752
2118,80
2118,18
2118,9648
2118,53
11459,12
11459,35
11459,10751
10806,35
10806,10749
9348,878
9348,27
9348,28
377,27
8843,27
8843,878
8843,53
9313,28
9313,12
9313,18
39486,18
1273,12
1273,16
1273,35
1273,10751
13920,18
50544,10749
50544,35
325133,35
140823,35
140823,18
140823,36
1883,18
1883,36
89492,35
22949,35
22949,10751
12437,14
12437,28
12437,12
12437,878
12437,53
2959,35
9957,35
11648,35
11648,10749
9366,80
9366,18
9366,53
1576,27
1576,28
1576,878
609,27
5516,35
5516,80
5516,53
13051,28
49530,28
49530,53
49530,878
34806,35
34806,10749
49022,35
49022,18
49022,10749
11469,12
11469,35
11469,14
23479,35
23479,10751
11667,28
11667,12
11667,53
423,18
423,10752
2447,18
2447,36
10066,27
2288,18
2288,10749
88794,18
88794,80
88794,36
13515,27
13515,9648
13515,53
11979,18
11979,14
11979,27
169,878
169,28
169,53
8090,18
11622,35
11622,10749
3604,878
9541,35
9541,10749
94348,28
94348,53
94348,80
94348,9648
8197,80
8197,18
8197,9648
8197,53
336004,80
336004,28
336004,53
35019,35
35019,14
10410,80
10410,36
8836,18
8836,9648
8836,878
8836,53
14442,10751
14442,14
14442,35
321741,18
59965,53
59965,28
59965,9648
14175,16
14175,10751
14175,12
11004,35
11004,18
11918,28
11918,35
11918,878
98357,53
98357,80
98357,18
10012,27
10012,35
49526,80
49526,28
49526,53
268920,28
268920,35
268920,80
9093,10752
9093,12
9093,18
9093,10749
119283,28
119283,80
11823,35
11823,10749
35169,35
118957,28
118957,27
118957,53
849,14
849,28
849,12
4515,28
4515,12
4515,18
4515,36
18886,28
18886,12
18886,18
18886,53
6575,35
6575,10402
6440,18
6440,10749
13496,28
13496,37
18320,18
18320,36
18320,10749
22787,28
22787,80
22787,9648
22787,53
8967,18
8967,14
37498,28
37498,12
37498,53
144336,28
144336,18
144336,53
144336,80
9616,18
9616,14
9616,27
9616,9648
9616,10749
9616,53
13056,28
13056,80
14113,10751
14113,14
14113,35
285783,12
285783,18
285783,53
49478,14
49478,10751
49478,28
9726,35
9726,18
9726,10749
20763,18
9702,28
9702,80
9702,18
9702,53
9311,28
9311,80
9311,18
9311,9648
9311,53
9280,53
9280,80
9280,10749
26843,28
26843,36
26843,10752
11876,10752
11876,12
11876,18
11876,10749
22267,18
22267,10752
22267,10749
22267,37
45958,18
1969,28
1969,35
1969,37
1969,80
310706,18
310706,80
198663,28
198663,9648
198663,878
198663,53
239573,35
10436,18
10436,10749
1381,18
1381,12
1381,878
1381,10749
2162,28
2162,35
2162,53
127493,28
127493,80
127493,18
127493,53
12429,16
12429,10751
228205,18
228205,10749
2900,18
2900,878
2900,53
21311,10749
21311,18
21311,12
77875,35
77875,10749
192136,18
192136,36
18254,18
18254,36
881,18
10877,28
10877,80
10877,53
9600,80
9600,35
202575,10751
202575,14
202575,16
202575,12
71469,27
71469,28
71469,53
71469,878
85446,10402
85446,18
85446,10749
326,28
326,80
326,27
326,53
10685,9648
10685,53
7220,28
7220,80
7220,18
9763,18
72387,28
72387,80
72387,53
12596,35
12596,18
1892,12
1892,28
1892,878
13460,28
13460,53
13460,878
8055,18
8055,10749
50647,35
10719,35
10719,10751
10719,14
9294,18
9294,14
9294,10749
9294,878
11888,12
11888,35
11888,10751
9647,14
9647,35
9647,18
9353,35
9353,10751
55721,35
55721,10749
109414,28
109414,35
10307,27
11978,18
22907,28
22907,80
22907,18
22907,53
87567,35
38322,80
38322,35
38322,28
45612,53
45612,878
45612,9648
7305,28
7305,12
7305,18
7305,53
3594,53
3594,18
3594,9648
157841,12
157841,18
157841,10751
11519,28
11519,35
12920,18
12920,10751
59,18
59,53
59,80
9335,28
9335,53
9335,80
12106,28
12106,37
11141,28
11141,35
11141,10749
11141,53
8649,18
31867,28
31867,878
31867,53
31867,80
10253,14
10253,18
10253,27
10253,28
10253,53
10253,878
3587,14
3587,35
3587,10751
124459,35
24662,16
24662,35
24662,10751
24662,10402
32274,18
182,10752
182,80
182,18
182,9648
182,10749
182,53
5494,12
28,18
28,10752
38073,35
38073,18
38073,10749
2054,10402
2054,18
2054,10751
302156,28
606,18
87502,18
698,28
698,12
698,53
698,878
120467,35
120467,18
11313,18
11313,9648
6488,35
6488,27
10559,80
10559,18
10559,878
10559,53
296099,35
8012,35
8012,53
8012,80
1574,28
1574,35
1574,80
1574,18
1574,10402
9032,35
9032,18
2770,35
2770,10749
862,16
862,35
862,10751
1637,28
1637,12
1637,80
72570,18
72570,10749
27569,18
10637,18
1669,28
1669,12
1669,53
132363,18
9472,35
2907,27
2907,35
2907,14
9273,80
9273,35
9273,12
9880,35
9880,10751
9880,10749
2925,35
807,80
807,9648
807,53
17654,878
11836,16
11836,35
11836,10751
322,53
322,80
322,18
322,9648
70,18
9535,35
9535,80
11036,10749
11036,18
6557,35
6557,10749
18126,35
18126,18
18126,10751
18126,10402
18126,10749
16340,12
16340,16
16340,35
16340,10751
10333,18
10333,10749
4476,12
4476,18
4476,10749
4476,10752
22947,18
22947,10749
2755,18
2755,35
82654,27
82654,35
82654,10749
59967,28
59967,53
59967,878
16300,14
16300,35
16300,878
16300,10749
9598,14
9598,18
9598,35
9598,10751
82696,18
82696,35
82696,10749
9870,35
9870,10749
9870,18
8292,28
8292,80
8780,35
9715,18
9715,10749
10521,35
10762,28
10762,12
10762,35
10762,53
10096,35
10096,14
10096,10749
59436,14
59436,35
59436,10749
227783,16
227783,35
227783,10751
227783,12
4133,80
4133,18
10207,10749
10207,18
172,878
172,28
172,12
172,53
21972,35
21972,18
21972,10751
21972,14
36593,35
36593,80
707,12
707,28
707,53
533,12
533,16
533,35
533,10751
6023,18
6023,10749
6439,35
4347,18
4347,10749
37056,35
37056,18
37056,10749
4105,28
4105,53
4105,80
76489,35
3933,10749
3933,14
3933,16
3933,10402
9918,18
273481,28
273481,80
273481,18
273481,9648
273481,53
307081,28
307081,18
16871,27
16871,53
293863,14
293863,18
293863,10749
13156,35
13156,18
13156,10751
41233,18
41233,10749
9266,12
1262,35
1262,18
1262,14
1262,10749
4513,27
4513,53
22970,27
22970,53
7278,35
9013,12
9013,35
9013,80
865,28
865,878
10776,27
10776,35
10776,10402
50456,28
50456,53
50456,12
9823,28
9823,14
9823,878
59861,35
59861,10749
59861,18
133805,18
133805,27
12763,10402
9766,28
9766,12
9766,80
9766,18
14034,28
14034,35
12244,28
12244,12
12244,16
12244,878
12244,53
109421,53
109421,80
109421,18
11137,35
11137,10749
51162,16
51162,10751
10152,35
9452,35
9452,18
239566,18
239566,10402
53113,18
53113,10749
9271,28
9271,80
9271,878
9271,53
4474,14
4474,18
4474,28
4474,35
4474,80
4474,878
184346,53
184346,80
184346,27
48340,28
48340,53
14846,35
14846,10749
14846,18
72207,35
16232,35
16232,18
43539,10749
43539,18
43539,53
43539,80
9920,878
9920,28
9920,53
8978,53
11702,28
11702,18
11702,80
11702,53
18550,28
18550,35
18550,53
8869,28
8869,35
8869,27
8869,53
43347,18
43347,35
43347,10749
3489,80
3489,9648
3489,53
9701,18
2122,35
2122,53
2122,80
37707,27
37707,53
37707,878
10658,35
10658,14
10658,878
13150,53
13150,80
13150,18
9042,28
9042,12
9042,27
9042,53
17813,35
17813,10749
11208,18
11208,9648
11208,10749
11208,53
58151,27
58151,35
11400,18
11400,36
11400,10749
10350,28
10350,878
28902,18
28902,53
14164,28
14164,12
14164,14
14164,878
14164,53
76640,28
76640,80
76640,53
11058,18
11058,27
11058,878
11058,53
14844,35
14844,10749
57089,35
57089,16
57089,10751
1947,18
8054,12
8054,14
8054,9648
46829,35
46829,18
146238,80
146238,53
146238,18
9989,28
9989,80
9989,18
9665,10752
311,18
311,80
102362,53
102362,28
102362,80
102362,18
11162,18
11162,10749
6016,80
6016,18
6016,53
17186,28
17186,12
17186,18
17186,10749
13967,18
13967,10751
13967,10749
2008,14
2008,18
2008,28
2008,53
2008,10749
9053,12
9053,28
9053,53
4512,28
4512,18
4512,37
76349,12
76349,18
76349,28
76349,36
76349,10752
31203,35
265208,53
265208,80
265208,18
45610,28
45610,53
45610,80
50135,16
50135,10751
50135,35
1874,36
1874,18
271331,18
215211,10749
215211,18
367961,14
367961,12
367961,16
10955,80
10955,53
223702,12
223702,16
223702,35
223702,14
254470,35
254470,10402
69,18
69,10402
69,10749
4967,35
9449,12
9449,14
9449,28
9449,35
9449,10751
11499,18
11499,36
4912,35
4912,80
4912,18
4912,10749
4912,53
12771,35
12771,10749
323676,35
12506,18
24071,35
24071,18
24071,10749
11249,18
11249,27
11249,35
9667,18
9667,9648
9667,53
9667,14
812,16
812,10751
812,35
812,12
812,14
812,10749
277216,18
277216,10402
87,12
87,28
14444,16
14444,10751
2043,80
2043,9648
2043,53
2043,28
315664,35
315664,18
1428,28
562,28
562,53
15373,35
318846,35
318846,18
26320,10402
26320,35
26320,18
14292,18
14292,36
924,14
924,27
924,28
2018,35
192577,16
192577,878
9428,35
9428,18
2832,9648
2832,53
137093,35
699,12
699,28
699,53
9778,35
9778,10749
8831,53
8831,878
8831,28
8831,80
9398,35
112949,10749
10439,35
10439,10751
10439,14
3638,35
23483,28
23483,80
62206,28
62206,12
62206,35
10577,53
10577,27
218778,10751
218778,35
4348,18
4348,10749
78,878
78,18
78,53
11780,12
192102,28
192102,18
192102,53
192102,80
2001,18
2001,80
2001,53
10383,27
10383,53
11516,99
10025,35
10025,18
10025,10751
10025,14
10025,10749
15198,18
15198,35
23172,28
23172,35
23172,10751
17834,12
17834,35
17834,10751
17834,14
10016,28
10016,27
10016,878
10317,35
10317,18
58431,10749
58431,27
58431,35
58431,53
9746,18
13092,35
13092,10749
13092,18
59859,28
59859,12
59859,80
13495,28
254473,28
254473,80
254473,18
700,12
700,28
700,53
4964,35
4964,10749
4964,18
10024,18
13490,35
13490,18
15927,18
15927,12
15927,36
1259,18
1259,10749
5125,18
5125,53
174,878
174,28
174,12
174,53
9583,35
9583,18
9583,10749
9437,18
9437,9648
9437,53
9437,80
525,10402
525,35
525,28
525,80
10188,12
10188,35
10188,18
10188,10751
63574,35
63574,10402
245,18
245,35
245,10749
9825,27
9825,35
9825,28
9825,878
9825,53
186,18
186,53
186,80
186,9648
9549,18
9549,36
61891,18
61891,36
61891,53
34584,18
34584,10751
34584,14
34584,12
2666,9648
2666,878
12783,18
12783,36
12783,10749
13155,12
13155,10751
13155,14
42807,80
42807,28
42807,18
28355,27
28355,9648
28355,53
8080,80
8080,53
5126,18
56288,10751
56288,35
56288,28
303858,53
1613,53
1613,28
1613,35
1613,80
31582,35
31582,18
16617,9648
16617,53
16617,80
8944,35
8944,18
41488,18
41488,53
37028,35
37028,18
37028,10402
14560,28
14560,12
14560,35
14560,10751
10330,35
6957,35
6957,10749
1934,10749
1934,36
169917,80
169917,18
169917,9648
169917,53
951,35
10189,28
10189,35
9454,18
9454,10749
9454,35
2055,37
1551,18
1551,27
1551,878
1551,53
5902,18
5902,36
5902,10752
11460,27
11460,53
9358,27
9358,9648
134,28
134,12
134,35
22894,27
134374,53
134374,80
134374,28
1901,35
1901,18
1901,10749
15028,12
15028,10751
15028,878
15028,53
11509,28
11509,80
11509,18
11509,37
7445,18
7445,53
7445,10752
17047,35
62838,35
62838,10749
2057,18
2057,53
2057,9648
2057,10749
70436,80
70436,53
70436,9648
16784,35
8011,28
8011,14
8011,878
31640,80
31640,18
31640,53
9092,14
9092,27
2779,35
2779,80
2779,9648
2779,10749
2779,53
316002,10749
316002,35
36355,12
36355,10751
238615,878
238615,9648
238615,53
1985,18
1985,9648
1985,53
615,18
788,35
788,18
788,10751
380,18
13223,18
10523,18
10523,36
8681,28
8681,53
239571,18
239571,10749
619,53
619,28
619,18
619,10402
619,10749
424,18
424,36
424,10752
50014,18
162903,18
162903,53
11024,9648
11024,14
11024,12
11024,35
208763,53
208763,12
208763,9648
208763,14
6466,27
254024,53
254024,18
12589,28
12589,12
12589,16
12589,35
12589,10751
12589,14
12589,878
7191,28
7191,53
7191,878
1497,878
1497,12
1497,28
1497,35
1497,10751
117,80
117,18
117,36
117,53
6977,80
6977,18
6977,53
168530,28
168530,35
634,35
634,10749
634,18
392,35
392,18
392,10749
10327,35
88042,35
41630,35
41630,10749
11969,28
11969,12
11969,18
11969,36
11969,37
2085,28
2085,80
2085,53
794,27
794,53
9286,27
9286,9648
77877,18
77877,10749
1265,12
1265,18
1265,10751
866,18
175555,35
175555,18
75174,28
75174,18
75174,53
11096,27
11096,9648
11096,53
8699,35
769,18
769,80
10923,28
11283,14
11283,35
11283,10751
111,28
111,80
111,18
111,53
11676,28
11676,12
11676,35
746,18
746,36
77866,53
77866,28
77866,18
77866,80
9416,28
9416,12
9416,35
7345,18
14317,16
14317,12
14317,10751
20694,16
20694,10751
12277,28
12277,35
9779,18
9779,35
2140,28
2140,80
2140,53
12620,10749
12620,35
14177,35
14177,10749
198185,18
227156,18
227156,878
10735,35
11351,27
11351,53
10030,35
10030,18
10030,10749
10623,28
10623,80
10623,18
590,18
9655,35
9655,18
9655,10751
9655,10749
1268,10751
1268,35
11237,12
11237,28
11237,27
11237,878
11237,53
190955,53
190955,80
190955,18
5123,18
4518,18
4518,36
11932,27
11932,35
11165,36
11165,28
11165,18
11165,12
11165,10752
6116,12
6116,14
6116,18
6116,35
6116,10402
57431,35
21724,28
21724,35
21724,10402
278,18
278,80
9290,12
9290,35
11543,35
284536,53
284536,80
284536,18
152737,35
152737,18
13374,18
13374,35
13374,10751
8976,35
319888,35
319888,18
319888,36
9469,18
1909,10749
1909,18
1909,35
22971,18
22971,10749
22971,10752
34813,28
34813,12
34813,80
34813,9648
34813,53
46261,14
46261,27
46261,53
10431,28
10431,53
10431,80
8051,35
8051,18
8051,10749
9352,35
10167,80
10167,28
10167,53
18147,35
18147,10751
17170,18
18975,16
18975,10751
18975,14
15487,18
15487,10751
22825,53
22825,878
11152,18
11152,27
1831,35
43931,18
43931,27
43931,9648
43931,53
10591,35
10861,28
10861,12
10861,53
12770,28
12770,35
12770,18
276907,80
276907,53
10074,28
10074,35
65055,27
65055,53
10397,18
200505,18
11954,14
11954,27
11954,878
11954,53
60309,80
60309,18
60309,36
9787,18
293646,18
293646,36
6978,28
6978,12
6978,35
6978,14
133698,35
133698,10749
59440,28
59440,18
1770,18
1770,53
10655,10752
10655,18
10655,36
8988,18
8988,10752
15992,18
15992,9648
15992,53
17707,18
17707,53
77883,27
77883,53
40001,35
40001,10749
40001,18
64639,18
64639,53
9903,35
9903,18
21338,28
21338,80
21338,53
20766,12
20766,18
24264,28
24264,12
24264,35
24264,14
24264,878
19803,28
19803,35
20309,35
20309,10749
9912,18
9067,28
9067,35
9067,14
9067,878
