movie_id,production_company_id
253412,33
253412,10163
253412,10221
253412,10246
253412,40106
253412,62693
1427,342
1427,753
1427,1208
1427,2116
1427,2875
1427,5755
1427,7956
818,12
818,595
818,598
818,15888
818,52943
16577,308
16577,491
16577,3196
16577,3463
329,33
329,56
12160,335
12160,6194
12160,13040
12160,24217
9331,4
9331,2767
300168,3407
300168,19658
300168,36958
300168,39649
300168,69484
300168,74456
300168,74457
300168,74458
300168,74459
9072,497
9072,1608
3536,33
3536,104
3536,10308
9087,5
9087,97
12177,4
12177,11843
12177,15742
12138,1403
12138,6194
12138,10210
273248,215
273248,308
273248,1811
9955,7
50359,33
50359,6704
1271,449
1271,923
1271,2994
1271,2995
1271,6194
1271,7636
1271,78685
693,27
693,33
693,2242
693,11391
14306,5219
14306,6332
497,97
497,3982
497,6194
11199,6354
11199,9195
9982,2
9982,10217
210577,306
210577,508
210577,10104
210577,15829
210577,22213
210577,60682
2501,33
2501,7383
2501,7384
2501,7385
2501,11345
710,60
710,7576
2275,4
2275,21409
2275,25358
2275,38005
37165,4
37165,258
9837,27
9837,521
10708,5
10708,497
10708,1302
136400,13
136400,2527
136400,10405
136400,11030
10992,79
10992,172
10992,1757
10992,3169
10992,6194
10992,6363
9654,2609
9654,10163
2642,79
2642,97
2642,172
2642,4258
8916,27
8916,520
8916,521
19899,33
19899,2796
19899,4403
19899,7295
2119,4
2119,10288
9641,306
9641,2575
9641,87840
294254,3672
294254,12292
294254,22213
38167,5
38167,2455
38167,45778
5994,33
39514,429
39514,435
39514,491
39514,9993
9563,431
9563,4198
9563,6194
547,316
547,9195
1538,4
1538,27
1538,11084
1538,11463
9334,33
9334,7385
9334,7588
9334,11462
11128,877
11128,919
11128,9195
11128,10157
11128,53987
75780,4
75780,762
75780,6277
75780,21777
8914,79
8914,6194
8914,28438
8914,28439
13576,5
39538,215
39538,508
39538,6194
39538,6735
39538,6736
10628,97
10628,130
10628,6194
14836,10146
14836,11537
8645,158
8645,306
8645,444
8645,2320
8645,12236
9509,508
9509,711
9509,1171
9509,1645
9509,10104
10067,2
10067,10227
10067,12626
9384,433
9384,6194
9384,7405
9384,12178
9384,53610
9279,306
9279,436
1487,497
1487,552
1487,840
1487,21497
9422,4
9422,316
9422,9195
77174,10146
77174,11537
4824,33
4824,657
4824,762
4824,4650
4824,7237
4824,11462
4824,15278
4824,23932
4824,54502
9620,4
9620,27
9620,1302
9620,2812
9620,11567
9620,22536
9302,1504
9302,9195
10199,1163
10771,27
10771,49325
10771,67173
3512,508
3512,6194
3512,17825
3512,21480
3512,63906
137094,4
137094,435
137094,2767
137094,6277
137094,9341
137094,11250
274479,711
274479,1302
274479,13184
274479,22213
267860,10254
267860,73045
267860,73046
267860,74795
8078,306
8078,19747
7485,4
7485,435
7485,57421
170687,11537
6435,79
6435,813
6435,4258
6435,6194
6435,55474
137106,79
137106,429
137106,829
137106,2723
137106,2785
137106,4081
137106,6194
137106,8089
137106,25120
137106,41624
10040,79
10040,97
10040,4258
6278,80
6278,158
6278,7692
6278,9195
6278,22902
82682,79
82682,2723
82682,6194
82682,8057
17610,5
17610,7433
17610,10105
22954,158
22954,171
22954,906
22954,2767
22954,6194
22954,76466
16995,33
16995,694
16995,1683
16995,7295
16995,10163
16558,33
16558,5163
16558,7295
16558,27317
9849,2
5820,306
5820,444
5820,445
5820,508
5820,1171
5820,10104
5820,28537
5820,33433
16866,559
16866,5653
16866,12297
201,4
11775,23
11775,33
11775,2092
11775,6556
87825,171
87825,6194
12201,152
12201,288
12201,3281
12201,6194
11015,4
11015,33
11015,657
11015,762
11015,1280
11015,1382
11015,4650
11015,7237
11015,15278
9932,79
9932,172
9932,6194
9932,11391
9932,14719
9932,48638
13389,2053
13389,2831
13389,10254
13389,10405
13389,21543
8838,23
8838,33
17332,7
17332,33
17332,694
17332,6735
17332,8299
17332,10163
4958,27
4958,306
4958,316
4958,1171
4958,1755
786,5
786,485
786,7293
9513,306
9513,444
9513,1302
11679,333
11679,441
11679,497
38321,3287
38321,8931
38321,11250
38321,11370
38321,22641
14411,521
8413,4
8413,248
8413,2484
10052,33
10052,158
10052,159
10052,2605
10052,7385
10052,20352
9676,33
9676,342
9676,2982
9676,4700
9676,8769
9676,10254
9676,10885
9676,22443
9664,289
9664,3241
9664,6277
9664,6362
2100,27
10384,60
10384,8411
10384,20375
10384,23587
137321,79
137321,433
137321,6194
123553,5755
123553,22656
123553,60746
123553,60747
11260,306
11260,444
11260,508
11260,2645
11260,2646
11260,81136
9009,829
9009,9195
9009,49696
9009,49697
11374,23
11374,33
2309,12
2309,20360
8285,429
8285,1632
8285,3263
8285,5627
8285,7375
8285,7376
210860,1632
210860,1757
210860,36209
210860,39649
2312,1062
2312,1063
2312,1064
9839,551
9839,5521
9839,11728
9839,26107
9839,54502
381902,9175
13922,2253
13922,12552
293660,306
293660,7505
293660,11307
293660,22213
293660,78091
9713,175
9713,9195
190859,79
190859,171
190859,6194
190859,41624
190859,57408
190859,57409
257445,5
257445,79
257445,333
257445,2251
257445,7431
257445,30246
257445,34034
9007,27
9007,135
9007,384
889,33
889,56
1370,559
1370,14723
4942,33
4942,877
4942,19507
4942,22695
347969,2608
24438,5
24438,97
24438,7295
24438,45726
116741,306
116741,508
116741,2575
116741,2796
116741,22213
35791,248
35791,342
35791,5755
72431,1
72431,306
72431,22883
1813,508
1813,676
1813,824
1813,6194
1813,10104
1813,20555
87428,5
87428,2608
87428,7295
8840,33
10589,12
10589,1836
10589,1838
71676,5
71676,6736
71676,7505
71676,11106
71676,13816
71676,20241
71676,27551
1722,14
1722,33
10022,2
10022,158
11358,8411
11358,10227
11358,10339
11358,13816
11358,23938
11358,23940
13,4
6477,444
6477,508
6477,711
6477,10930
1597,27
1597,33
1597,11391
1597,41248
10530,2
10530,10217
1924,6194
1924,51861
1924,51862
9327,23
9327,33
8488,441
8488,12485
10603,2
10603,10227
8273,33
8273,3169
8273,7161
8273,52942
109424,5
35056,306
35056,444
35056,2575
8839,33
8839,56
8839,11098
156022,5
156022,79
156022,1423
156022,2767
156022,34034
156022,41096
7303,2455
8963,915
8963,10288
1402,441
1402,1423
1402,7295
1402,12485
9315,23
9315,9195
8984,6194
8984,11407
795,507
795,508
795,676
795,6194
795,20555
24,14
24,59
24,39121
11353,33
393,14
393,59
393,39121
9618,6194
9374,33
8584,158
8584,961
8584,9195
2320,1885
2320,6194
58224,306
58224,444
58224,1302
58224,6332
1729,877
1729,2269
1729,3393
1729,7295
175574,2787
175574,7295
8077,306
8077,19747
8818,915
8818,1504
8195,60
8195,2347
10586,457
10586,6033
116149,308
116149,694
116149,3823
116149,5358
116149,7364
116149,10611
116149,20664
116149,22123
116149,58773
80035,289
80035,290
80035,306
80035,444
80035,2575
80035,6332
80035,10893
80035,37336
10632,126
10632,11462
12117,158
12117,9195
1792,306
1792,1156
13260,12
13260,431
13260,748
13260,2648
72197,5
72197,297
72197,2251
3580,23
3580,171
3580,7295
12123,306
12123,2377
12123,20004
9566,559
9566,1236
9833,3539
9833,6194
9833,7419
9833,38504
4517,33
4517,694
4517,10163
8202,4
8202,126
8202,746
8202,6041
8202,11533
8202,11534
16072,174
16072,1765
16072,17462
34314,8411
34314,11661
19724,4
19724,435
19724,2348
19724,11843
19724,89562
145220,32
145220,6421
14623,5870
14623,10163
14623,12362
42297,348
2841,975
2841,1232
2841,3823
2841,5358
2841,6194
2841,11246
2841,12000
2841,18367
2841,20346
2841,76911
802,516
802,517
802,518
10375,33
36586,12
36586,421
36586,5611
36586,11321
36586,11322
36586,11323
36586,11324
36586,19551
11321,5
11321,1423
11321,7295
11321,12485
70074,1786
70074,3608
70074,7437
70074,7625
70074,12075
70074,14654
70074,20356
70074,25876
242,4
9621,4
9621,44
9621,485
9621,20157
1819,33
1819,11844
1819,59957
8536,6194
8536,51861
8536,51862
8046,136
8046,497
8046,877
1717,441
1717,1208
1717,7295
1717,11317
1717,23238
479,4
479,258
9444,306
9444,11231
9444,11232
9444,11233
9444,11234
824,240
824,306
11456,4
261023,2691
261023,5056
261023,10246
261023,40106
261023,41624
261023,47169
261023,50481
3683,27
3683,56
3683,171
3683,6194
22803,5257
22803,5802
22803,12180
285923,443
285923,6869
285923,7289
285923,7405
285923,10807
285923,15762
285923,15763
285923,15764
39437,3298
39437,9195
1950,79
1950,430
1950,812
1950,813
1950,6194
640,367
640,368
640,11084
97630,5
97630,13184
97630,20344
9767,33
9767,748
9767,2796
11631,33
11631,2655
11631,4171
11631,7295
11631,34441
32856,12
32856,4194
32856,60018
6519,79
6519,975
6519,6194
6519,12202
8741,711
8741,11317
8741,23660
49520,33
49520,333
49520,7295
49520,8406
1850,762
524,33
524,10898
524,11583
524,11584
26389,1076
26389,1115
26389,5358
26389,6586
26389,6877
26389,6896
26389,11261
26389,34774
11817,8411
2123,306
2123,1156
9907,4
9907,2348
9907,24955
9969,508
9969,10104
9969,18479
9969,89633
18239,491
18239,4000
18239,5218
18239,5219
18239,12292
808,27
808,520
808,521
38050,33
38050,2531
38050,6933
38050,11834
8367,6194
8367,10210
9390,18
9390,559
72105,33
72105,2531
72105,8789
2898,18
2898,559
10312,33
10312,369
10312,10230
10312,10231
109443,4
109443,4740
109443,10105
2022,12
2022,441
2022,879
2022,2608
37686,4
37686,56
37686,11461
37686,23300
462,216
9919,4
187017,5
187017,333
187017,2531
187017,8411
187017,9194
187017,34034
187017,34035
187017,34036
628,360
10201,79
10201,80
10201,437
10201,6194
302699,12
302699,33
302699,13778
302699,37845
9441,5
9441,436
274167,4
274167,4740
274167,19177
224141,2
224141,2527
224141,17021
388,23
388,33
388,4319
2112,4
2112,4564
10329,4
10329,7383
74465,306
74465,444
74465,485
74465,8518
13811,491
13811,908
13811,1423
13811,11843
13811,11844
13811,11845
6877,4
6877,258
6877,84423
10320,7
10320,6363
10320,49325
50646,6194
8920,306
8920,1302
8920,11749
13673,5
13673,436
13673,497
60308,5
60308,258
6950,824
6950,2154
6950,6194
6950,16775
225574,694
225574,1885
225574,3823
225574,5358
225574,20664
225574,22123
225574,26387
13836,2
13836,3538
752,264
752,429
752,449
752,450
752,1885
752,6194
752,7307
752,23889
6038,158
6038,9195
6038,58262
6038,58263
6038,58264
9975,23
9975,33
9975,5556
11451,2
11451,3929
12103,79
12103,172
12103,508
12103,824
12103,1171
12103,10104
12103,33433
60304,4
60304,264
60304,746
60304,4740
60304,8411
60304,11238
2251,508
2251,711
2251,1171
2251,58248
46529,27
46529,6733
46529,6734
46529,9195
231,129
231,6194
231,6735
231,7786
231,20665
231,20666
300671,4
300671,787
300671,6734
300671,19108
300671,19477
228326,306
228326,2787
228326,11749
228326,79031
9754,79
9754,3528
9754,6194
9754,10157
9754,10991
66,5
66,97
66,171
4421,175
4421,915
4421,1643
4421,1644
4421,1645
4421,1646
2649,1382
2649,1519
2649,10164
588,341
588,342
588,559
588,55914
10393,6194
71552,33
9631,508
9631,6194
216282,12
216282,79
216282,8000
216282,41624
306,4
306,30
928,56
928,6194
205587,79
205587,6194
205587,8406
205587,27467
6623,27
1577,248
1577,53530
9801,14
9801,33
9801,5870
9801,10163
9801,11357
9801,11358
2116,333
2116,966
2116,8411
9624,6194
14199,10807
1907,359
4599,9195
4599,10157
4599,10227
22832,264
22832,450
22832,923
22832,1786
22832,1885
22832,6194
22832,7307
22832,11238
22832,69582
10390,33
10390,10157
9879,5
9879,97
38579,306
44603,56
44603,171
44603,6194
44603,7383
11892,97
11892,6194
11892,23382
9691,1885
9691,5358
9691,6194
9691,10308
9691,23397
9691,25061
1248,289
1248,2979
1248,6370
1248,10308
1248,16923
1248,20394
1248,20395
12220,33
12220,97
72710,8073
72710,10427
72710,12075
72710,13649
10782,763
10782,25358
9573,171
9573,6194
4959,264
4959,507
4959,748
4959,1972
10061,4
10061,11661
10386,2785
421,9195
421,23449
316152,1163
316152,50481
316152,50482
11615,24
11615,33
11615,763
11615,831
11615,81128
13498,497
13498,788
241554,829
241554,18617
241554,41624
2252,288
2252,805
2252,806
2252,2743
2252,7419
2252,10146
2252,11550
2252,16880
2252,20244
11968,441
11968,551
11968,8411
10047,5
10047,9
38319,33
38319,4403
69668,8430
69668,10210
9770,6194
9770,16775
11212,306
10533,915
10533,1504
38363,1246
38363,6735
9923,12
9923,342
9923,656
9923,1645
9923,56181
11863,4
18501,126
18501,1632
109491,1088
109491,6194
109491,32184
109491,36390
9275,191
9275,1757
9275,6194
9275,6705
329833,258
329833,12178
12634,2265
12634,67989
12634,78070
10416,5
47327,491
47327,831
47327,925
47327,10254
47327,11370
15268,306
15268,1172
10796,5
10796,497
10796,48772
10796,93580
9548,306
9548,1885
18947,33
18947,5870
18947,10163
18947,12196
18947,12197
18947,12198
1900,987
1900,7380
1900,20634
1900,58333
1900,58334
89,1
89,4
96724,33
96724,10146
96724,10163
198184,5
198184,2531
198184,7431
198184,18209
198184,28788
198184,31076
198184,34034
198184,53638
9481,33
9481,441
4547,1685
4547,7795
6415,79
6415,507
6415,6194
6415,23689
6415,23690
6415,23691
181283,491
181283,1645
181283,9015
9896,4
9896,3857
9896,11462
167,763
167,840
167,1178
167,19116
11232,14
11232,85
1636,306
1636,508
1636,73949
2148,41
2148,427
2148,991
5176,84
5176,1632
5176,7295
5176,10880
260346,306
260346,1115
260346,5358
260346,6877
260346,6896
260346,10611
260346,11261
260346,22213
260346,87854
1389,33
1389,216
9894,441
7504,2257
8592,9195
913,597
913,8411
11091,5
1368,41
593,5120
593,77882
593,77883
5393,614
5393,1632
5393,1718
5393,46875
9095,559
9095,18737
8874,559
11467,5
11467,497
11467,1560
320,129
320,1088
320,1089
199,4
199,76068
20533,6194
10684,711
1624,23
1624,33
325789,68620
113464,8411
113464,46957
113464,46958
888,33
888,56
888,1353
82675,306
82675,1115
82675,5358
82675,6877
82675,6896
82675,10611
4256,7405
4256,10958
1493,79
1493,97
1493,172
1493,4258
88751,12
88751,10221
11130,2
9944,6194
10731,508
10731,644
10731,6194
7350,17049
7350,70994
7350,86256
9869,4
9869,2767
4379,12
4379,705
4379,6363
4379,12067
146233,1088
146233,12199
146233,18208
2034,79
2034,172
2034,6194
2034,19507
2034,24939
926,27
926,2605
4248,1607
4248,1608
4248,7405
4248,10958
64328,2
36647,12
36647,421
36647,11321
36647,19551
7214,4
7214,746
7214,2184
1537,4
9360,441
9360,3803
9360,11134
9360,16387
9360,55532
9360,55533
6282,130
6282,9195
508,33
508,284
508,694
508,10163
9487,2
9487,3
768,306
768,476
2636,2596
2636,6194
2636,11134
10478,508
10478,6194
27983,39856
27983,60537
9981,33
7453,158
7453,2242
7453,2243
7453,9195
15045,306
15045,1302
15045,89719
7737,248
7737,342
7737,5755
7737,58249
232672,2608
232672,4194
232672,6194
232672,20788
17379,4
8987,33
8987,496
8987,662
11359,4
11359,441
11359,862
82525,4198
82525,7295
82525,11802
9759,12
9486,33
9486,694
9906,4171
9906,6194
9906,84419
9906,89136
841,10308
4688,497
4688,598
4148,27
4148,258
4148,288
4148,1522
4148,1550
4148,11843
2207,431
2207,890
2207,1088
2207,4741
2207,10254
2207,10405
2207,10885
2207,10886
9381,694
9381,1115
9381,5358
9381,6301
9381,11259
9381,11260
9381,11261
9381,20240
9625,6194
9625,17825
9304,441
20856,306
20856,508
20856,1894
20856,3855
20856,3856
5955,1171
5955,1403
5955,10210
5955,12263
5955,12264
9899,34
9899,145
9826,4
9826,79
9826,7965
21355,5
21355,14
10858,915
10858,1504
11439,264
11439,265
11439,355
11439,15671
9457,915
9457,1504
9457,45518
12412,2683
12412,4319
12412,9195
12412,20341
1494,724
13184,449
13184,704
13184,831
13184,1507
13184,2779
13184,2877
13184,2878
2185,9195
6639,12
6639,2053
38153,915
38153,1504
58233,33
116977,4174
116977,6574
68734,3281
68734,6194
68734,22695
5503,6194
27573,5
27573,333
27573,7295
27573,12199
819,278
819,6194
819,11407
1369,559
1369,14723
9623,441
10895,6
10895,3166
10935,60
10935,10932
834,126
834,3287
228066,306
228066,1302
228066,20478
228066,22213
711,414
711,415
711,441
711,50830
10468,5
10027,104
10027,972
10027,2748
10027,3823
10027,6896
10027,66739
10027,66740
11812,85
37233,4
37233,932
37233,1302
37950,33
37950,2527
37950,7295
27582,5490
27582,10254
27582,12252
27582,22035
27582,22443
64688,5
64688,333
64688,5585
64688,7295
64688,8411
509,282
509,283
509,10163
509,31080
7443,27
7443,297
7443,521
7443,7981
5966,216
5966,53626
11066,4
136795,289
136795,290
136795,306
136795,7076
136795,10893
136795,22213
8095,306
8095,11451
8095,11452
87826,5
87826,2608
87826,8000
11560,306
11560,508
11560,966
11560,1171
11560,10104
11560,20719
25189,559
25189,11317
2637,126
18480,33
709,7576
49730,562
49730,6194
49730,7262
2749,12
2749,376
2749,11391
2749,67171
9607,915
9607,1504
9607,1755
9607,5888
9607,12288
1830,831
1830,1204
1830,1205
1830,1206
1830,1208
1830,21938
79,724
79,2269
54054,126
54054,737
228967,5
228967,16615
46528,2965
27936,83
27936,591
27936,7286
27936,11244
27936,11246
27936,11359
27936,11620
27936,12000
27936,12001
65,23
65,24
280391,4959
280391,8606
9476,441
9476,1423
9476,53007
9476,53008
10610,2877
10610,3320
10610,73998
745,158
745,862
745,915
745,17032
49527,491
49527,5955
73937,290
73937,444
73937,711
73937,812
73937,5219
73937,12178
1885,441
1885,2596
1885,4267
168672,5
168672,507
168672,13184
18240,9195
18240,10227
18240,12536
10398,4
165,33
165,56
165,20448
240832,33
240832,3823
240832,5358
240832,6896
240832,23616
216015,10146
216015,11801
216015,27551
12279,7405
1645,508
1645,6194
11007,306
11007,3929
193756,33
193756,433
193756,6666
193756,8536
193756,8537
193756,10405
193756,11030
193756,20153
193756,21897
193756,22610
193756,22611
11287,441
11287,1350
259693,12
259693,444
259693,11565
259693,31375
259693,47502
259693,54392
259693,76907
37799,5
37799,258
37799,7295
10184,12
10184,19813
10184,51190
4257,7405
4234,85
4234,1600
4234,7405
196,33
196,56
196,20448
257091,4740
257091,6194
6114,70
6114,441
6114,2019
24803,5
24803,258
24803,11804
109410,6194
1213,4
1213,14
1213,679
1213,932
100042,12
100042,33
100042,1156
100042,19177
9036,2
9036,158
9036,829
9036,7383
9036,10227
9036,20669
257211,735
257211,6194
323675,33
323675,2780
323675,49968
323675,83397
9361,10210
1677,33
1677,2233
1677,2234
1677,8833
187,7405
187,10807
187,53009
7461,5
7461,333
7461,4169
7461,7295
7461,31604
16538,2364
16538,2609
16538,3194
9889,306
820,523
820,524
820,525
820,6194
11565,306
11565,508
11565,1171
11565,1838
11565,2646
11565,10104
11565,47635
11565,73956
11565,79036
6073,27
6073,506
6073,2253
6073,55852
16996,12
16996,2378
193610,306
193610,75017
19912,12
19912,48788
19912,48792
296098,27
296098,56
296098,264
296098,711
296098,2527
296098,6735
296098,7294
296098,22213
8007,306
8007,1302
32823,33
32823,158
32823,7295
32823,10105
4380,14
11551,33
11551,56
11551,7293
10336,12
10336,3907
10336,23364
11362,158
11362,7692
11362,7693
11362,9195
50348,126
50348,737
50348,1632
48138,264
48138,694
48138,1786
48138,3823
48138,5358
48138,12408
48138,12409
1124,6194
1124,9195
1124,9996
227159,12
227159,6363
227159,28732
68179,2213
68179,5024
68179,7289
1579,152
1579,4564
1579,9195
708,60
708,7576
34851,306
34851,1302
34851,6332
34851,10807
9930,33
9930,932
9930,8816
1586,441
1586,1271
1586,23651
1586,54502
2044,79
2044,829
2044,1143
2044,6194
9913,33
9913,69
9913,215
9913,12269
9913,12270
9913,12271
71864,2
10761,5
10761,333
209451,6194
11975,4
11975,14941
4970,441
4970,1786
4970,6194
11831,27
9096,915
9096,1504
440,306
440,444
440,1302
440,19747
11011,1302
11011,1885
11011,6194
10641,126
10641,8411
11172,79
11172,97
11172,10222
11172,19813
39513,33
39513,443
39513,7295
39513,10163
82687,4
82687,6277
41446,7405
8224,441
8224,1685
8224,9269
10537,23
10537,525
10537,14723
10537,78806
225886,1423
225886,2531
225886,7431
225886,34034
10385,415
10385,441
10385,9269
10385,67153
55779,12
55779,48788
55779,48792
10154,97
10154,6194
10647,788
10647,6194
11431,711
11431,1508
11431,6401
11431,6402
11431,19813
11431,73953
8457,4
8457,10105
188161,2531
188161,8789
188161,27451
188161,31470
8850,33
64685,4
64685,258
64685,6194
38357,11461
38357,11843
10060,4
10060,746
10060,54336
11398,421
11398,1403
11398,6194
11398,10210
1833,5
1833,436
1833,497
10391,4
10391,4564
10391,42221
8970,4
8970,2232
9306,12
11370,4077
11370,10828
11370,16850
11370,19944
11370,23770
11370,46195
11370,53010
11370,53011
12184,5
12184,258
12184,288
12184,2054
12184,7295
12184,10146
1921,788
1921,6194
1683,79
1683,1786
1683,6194
1683,15763
1683,19965
203,120
11858,1504
11858,9195
62835,3823
62835,5358
62835,6301
62835,6877
62835,6896
62835,11473
18937,6194
13536,174
13536,1171
13536,1403
13536,10958
13536,76490
15556,8411
10718,79
10718,333
10718,6194
11062,5
11062,97
10802,60
10802,183
10802,14723
1887,70
1887,441
1887,6542
1887,12387
1887,20637
1887,20638
6071,306
10461,1403
10461,6194
10461,10210
10461,22351
80278,491
80278,2674
80278,8111
80278,9335
80278,9974
80278,18309
80278,21632
80278,53490
80278,53491
12704,5
10315,306
10315,508
10315,9350
10315,23449
16643,508
16643,1171
16643,1302
16643,10104
16643,77845
16643,81134
2687,508
2687,644
2687,5358
2687,6194
2687,67992
194,591
194,592
194,4411
194,5358
194,12000
194,23446
194,25020
194,27897
194,30994
11025,813
11025,6130
11025,6194
8849,4
8849,57751
78698,33
78698,10039
78698,10163
30943,441
30943,1236
9544,1070
9544,1403
9544,2193
9544,2982
9544,16850
9544,19944
9544,46195
9544,48618
24418,33
7288,14
7288,2214
14655,7405
24575,1584
10366,559
10366,12968
19898,248
19898,5755
4965,7405
4965,12552
4965,21635
4965,21636
15074,4
15074,16849
15074,16850
56715,9
56715,915
56715,5330
1272,284
1272,289
1272,2452
1272,20478
72358,4
72358,27
72358,831
72358,6024
20542,3796
20542,11623
266396,694
266396,1885
266396,3823
266396,5358
266396,9974
266396,11068
266396,20664
266396,35559
266396,58772
266396,58773
266396,58774
9978,2268
9978,7289
9978,22514
8271,4
8271,27
8271,2363
8271,4607
10428,60
10428,87394
5353,763
11934,1382
11934,1885
11934,6194
11934,10163
11934,23873
14392,5346
14392,5552
14392,5636
14392,6838
14392,11414
14392,11417
14392,12183
14392,12184
14392,14714
19495,856
19495,3622
19495,3623
19495,3624
110415,7036
110415,7270
110415,11345
110415,21122
110415,34725
77459,1075
77459,8992
26486,9195
26486,10227
26486,59952
26486,59955
9495,14
9495,4028
9495,4029
9495,4030
9495,6455
256040,57946
24420,12
24420,81
24420,8073
24420,23046
1257,33
1257,12026
62214,8601
16320,33
16320,17032
8842,4
8842,53673
8842,53904
8842,53905
8842,53906
9531,6194
9531,51861
9531,51903
64807,975
64807,6194
12289,656
12289,2812
12289,3491
11529,9195
20943,126
20943,7295
9099,23
9099,33
9488,7405
193,4
44865,308
44865,539
44865,856
44865,13184
44865,26492
44865,35050
55787,290
55787,444
55787,711
55787,7717
55787,10893
257932,60714
10400,33
10400,919
10400,10619
1957,8880
10833,1302
10833,8411
256961,5
256961,2608
256961,3045
256961,7431
256961,34034
256961,46222
5852,1171
5852,10210
5852,22351
5852,89132
5852,89133
12312,508
12312,711
12312,824
12312,1171
12312,81134
622,208
622,353
622,354
622,355
622,357
622,2188
622,3315
622,3823
622,5358
622,9335
11306,5
11306,97
11306,10153
12508,788
12508,6194
12508,12245
12508,89134
12508,89135
25793,4424
10534,915
10534,1644
10534,1645
1091,33
1091,662
87421,1225
87421,14718
87421,23634
10871,4
10871,1280
10871,11661
13503,7405
13600,4171
13600,10221
68722,178
68722,308
68722,13184
14324,289
14324,1216
14324,10308
14324,16923
14324,17234
14324,20395
14325,1302
14325,7295
14325,59972
299687,5
299687,3281
299687,12139
299687,34034
312221,12
312221,6194
312221,8411
312221,88686
23168,923
23168,3281
23168,3528
23168,6194
76494,1088
76494,1632
76494,11317
76494,19577
4944,2092
4944,5870
4944,7295
4944,10146
4944,10163
10488,10221
96721,163
96721,10163
96721,10246
96721,11448
96721,31922
334,12
334,178
334,179
23742,6194
259694,12
259694,2214
259694,6127
62837,1088
62837,10280
8966,491
8966,4000
8966,5218
8966,11843
8966,12292
8966,57750
8470,12
8470,17106
8470,23019
11001,5
138832,12
138832,6363
138832,7364
138832,16791
138832,17929
138832,31073
16911,3451
16911,5630
16911,22691
16911,46831
2163,4
2163,10308
2163,10355
36670,427
36670,67984
36670,67985
23048,60
23048,8411
23048,12886
227735,1088
227735,5420
227735,12626
227735,68621
2155,7405
2155,12552
8409,12
8409,16791
8409,21975
8409,37103
222936,258
222936,485
31908,5
31908,97
10219,33
10219,862
48171,12
48171,1836
48171,2735
48171,17336
48171,20419
48171,21211
48171,21212
782,5
782,216
75531,33
75531,762
75531,882
75531,3324
75531,4650
75531,7237
75531,10513
11802,2659
11802,2885
11802,3539
11802,81138
11802,81139
9776,27
9776,36390
18785,923
18785,3527
18785,6194
18785,12235
365222,4054
817,12
817,595
268,1382
268,4357
268,6194
943,1885
943,6194
22881,1088
22881,12193
22881,12194
10054,7405
10054,10807
10054,53009
51540,12
51540,12007
44264,4
44264,258
44264,2092
44264,6277
350,306
350,444
350,445
350,682
350,711
152,4
109431,4403
109431,37361
109431,37362
1598,33
1598,56
1598,691
1598,11391
8065,5
8065,7295
271718,33
271718,3341
271718,6452
271718,10105
11638,5
11638,508
11638,787
11638,10239
409,14
409,12204
2118,508
2118,2428
2118,6194
11459,2
11459,3538
11459,56980
10806,4
10806,10355
9348,8411
377,12
377,1531
8843,12
8843,1565
8843,11152
8843,26083
8843,26084
9313,8213
39486,2
39486,22880
39486,22881
1273,308
1273,3463
1273,6194
1273,30900
1273,70995
13920,497
13920,2184
50544,97
50544,3287
50544,7291
325133,33
325133,10338
325133,16615
325133,17393
140823,2
140823,288
140823,2054
140823,6747
140823,21079
1883,182
1883,4319
1883,6194
89492,10105
22949,2
22949,870
12437,126
12437,3287
12437,7738
12437,7739
2959,79
2959,3929
2959,6194
2959,11317
2959,49326
2959,49327
9957,5
9957,497
9957,2608
11648,598
11648,6194
11648,46108
9366,559
9366,2604
9366,11317
9366,11407
1576,248
1576,342
1576,939
1576,5755
609,396
609,8411
5516,2092
5516,3638
5516,9195
13051,444
13051,1838
13051,2179
13051,2724
13051,2725
13051,11995
49530,508
49530,655
49530,10104
34806,1423
34806,5490
49022,1088
49022,38010
49022,38011
11469,306
11469,508
11469,1171
11469,10104
11469,73956
11469,73957
23479,4
11667,33
11667,7220
423,208
423,250
423,260
423,264
423,266
423,267
423,268
423,269
423,271
423,355
423,694
423,4247
423,5358
423,10201
423,19150
423,31087
2447,12
2447,1143
2447,12292
10066,79
10066,1786
10066,6194
2288,5
88794,23
88794,171
88794,11845
13515,508
13515,1370
13515,3273
13515,10104
13515,15361
11979,79
11979,172
11979,6194
11979,67988
11979,67989
169,306
169,840
169,1302
169,1885
8090,126
8090,2397
8090,3287
11622,12
11622,2980
11622,17887
3604,10308
3604,23126
9541,14
9541,267
9541,16934
9541,23022
94348,491
8197,6194
8197,15298
336004,10405
336004,67776
336004,67777
336004,67778
35019,33
35019,1973
35019,5870
35019,7295
35019,10163
10410,216
10410,306
8836,306
8836,545
8836,6332
8836,52145
14442,7692
14442,85437
321741,5
321741,79
321741,1645
321741,34034
321741,71170
321741,71171
59965,35
59965,829
59965,3672
59965,24557
59965,24558
59965,24561
14175,614
14175,8992
11004,4
11004,258
11004,657
11004,762
11004,3324
11004,4650
11004,8877
11004,8878
11918,7405
98357,508
98357,7415
98357,8532
98357,8537
98357,10104
98357,10405
98357,11030
98357,22146
98357,25790
10012,1600
10012,2180
10012,7405
10012,20376
49526,1271
268920,12
268920,6194
