movie_id,crew_id
19995,1721
19995,496
19995,900
19995,1262
19995,1729
19995,2710
19995,7236
19995,6690
19995,6347
19995,6878
19995,6883
19995,8159
19995,8160
19995,8163
19995,8527
19995,8529
19995,9618
19995,12653
19995,14350
19995,20294
19995,17675
19995,18265
19995,42281
19995,42288
19995,29067
19995,33302
19995,33303
19995,113145
19995,58188
19995,58871
19995,92359
19995,72201
19995,89714
19995,93214
19995,122607
19995,132585
19995,132596
19995,132604
19995,236696
19995,956198
19995,957874
19995,957889
19995,959555
19995,1016177
19995,1032536
19995,1071680
19995,1177364
19995,1202850
19995,1204668
19995,1206410
19995,1234266
19995,1271932
19995,1310064
19995,1319844
19995,1327028
19995,1330561
19995,1330567
19995,1330570
19995,1330574
19995,1336191
19995,1339441
19995,1352422
19995,1352962
19995,1357070
19995,1357071
19995,1360103
19995,1376887
19995,1376888
19995,1376889
19995,1376890
19995,1376891
19995,1376892
19995,1376893
19995,1376895
19995,1376897
19995,1376898
19995,1376899
19995,1376901
19995,1376902
19995,1376903
19995,1376909
19995,1391692
19995,1391695
19995,1394070
19995,1394129
19995,1394286
19995,1394750
19995,1394755
19995,1394953
19995,1395269
19995,1398970
19995,1400906
19995,1401784
19995,1401785
19995,1401786
19995,1401787
19995,1401788
19995,1401789
19995,1401790
19995,1401791
19995,1401792
19995,1401793
19995,1401794
19995,1401795
19995,1401796
19995,1401799
19995,1401800
19995,1401801
19995,1401803
19995,1401804
19995,1401805
19995,1401806
19995,1401807
19995,1401808
19995,1401809
19995,1401810
19995,1401812
19995,1401814
19995,1401815
19995,1401816
19995,1418381
19995,1426854
19995,1438901
19995,1447362
19995,1447503
19995,1447524
19995,1452643
19995,1453938
19995,1457305
19995,1466035
19995,1483220
19995,1483221
19995,1483222
19995,1483223
19995,1483224
19995,1483225
19995,1483226
19995,1483227
19995,1483228
19995,1483229
19995,1483230
19995,1483231
19995,1483232
19995,1483233
19995,1483234
19995,1621932
285,120
285,1704
285,770
285,1705
285,1706
285,1721
285,1722
285,947
285,2444
285,2445
285,2446
285,2447
285,2448
285,2215
285,1226
285,553
285,3311
285,4032
285,4033
285,4034
285,5132
285,146439
285,406204
285,1259516
285,1336716
285,1344278
285,1368867
285,1368884
285,1395290
285,1399327
285,1400738
285,1534197
206647,153
206647,39
206647,8384
206647,932
206647,4248
206647,9856
206647,3904
206647,7538
206647,8784
206647,11227
206647,10496
206647,10666
206647,11268
206647,40827
206647,14764
206647,14765
206647,36108
206647,10783
206647,10782
206647,10876
206647,21339
206647,23425
206647,23491
206647,23774
206647,10907
206647,61851
206647,64000
206647,66941
206647,81517
206647,69678
206647,77511
206647,74401
206647,239885
206647,937946
206647,979698
206647,986687
206647,1024842
206647,1026247
206647,1029804
206647,1087452
206647,1099281
206647,1118711
206647,1296445
206647,1305251
206647,1315700
206647,1319160
206647,1335539
206647,1338241
206647,1338372
206647,1341741
206647,1341858
206647,1342669
206647,1345595
206647,1358025
206647,1367493
206647,1377503
206647,1388897
206647,1389614
206647,1391691
206647,1392083
206647,1392246
206647,1392661
206647,1392718
206647,1394117
206647,1398089
206647,1398100
206647,1399071
206647,1399862
206647,1401126
206647,1401147
206647,1401631
206647,1403411
206647,1404212
206647,1404217
206647,1404244
206647,1405241
206647,1408363
206647,1409821
206647,1411323
206647,1414096
206647,1415157
206647,1425484
206647,1425488
206647,1425971
206647,1428902
206647,1439128
206647,1442137
206647,1447617
206647,1458416
206647,1459878
206647,1459899
206647,1459925
206647,1470167
206647,1472773
206647,1477203
206647,1480629
206647,1483141
206647,1494824
206647,1510431
206647,1512767
206647,1545912
206647,1545913
206647,1545995
206647,1546747
206647,1548406
206647,1550637
206647,1551770
206647,1551771
206647,1551772
206647,1551773
206647,1551774
206647,1551775
206647,1551777
206647,1551789
206647,1551791
206647,1551796
206647,1551797
206647,1551798
206647,1551800
206647,1551801
206647,1551802
206647,1551803
206647,1551804
206647,1551807
206647,1551809
206647,1551810
206647,1551811
206647,1551812
206647,1551813
206647,1551872
206647,1551874
206647,1551892
206647,1551893
206647,1551894
206647,1551896
206647,1551897
206647,1551898
206647,1551899
206647,1551902
206647,1551904
206647,1551906
206647,1551907
206647,1551908
206647,1551909
206647,1551910
206647,1551911
206647,1551913
206647,1551914
206647,1553236
206647,1582109
49026,947
49026,282
49026,525
49026,527
49026,556
49026,559
49026,561
49026,3893
49026,3794
49026,3904
49026,10949
49026,10951
49026,9568
49026,9991
49026,10714
49026,12039
49026,14762
49026,15327
49026,15328
49026,17677
49026,35630
49026,40120
49026,52193
49026,54211
49026,57569
49026,61329
49026,62560
49026,31172
49026,68016
49026,81687
49026,75804
49026,113913
49026,114017
49026,92231
49026,122549
49026,138618
49026,142157
49026,202930
49026,204339
49026,230436
49026,550900
49026,932186
49026,932748
49026,969743
49026,1018958
49026,1025090
49026,1034754
49026,1045964
49026,1046614
49026,1050930
49026,1061061
49026,1106629
49026,1116937
49026,1155668
49026,1270053
49026,1301652
49026,1319744
49026,1322015
49026,1327144
49026,1329415
49026,1329527
49026,1336192
49026,1336193
49026,1340941
49026,1341403
49026,1341786
49026,1348686
49026,1355530
49026,1357062
49026,1357064
49026,1357066
49026,1357070
49026,1358564
49026,1367508
49026,1372882
49026,1377222
49026,1378222
49026,1378231
49026,1378246
49026,1378726
49026,1384390
49026,1389526
49026,1391648
49026,1392587
49026,1393387
49026,1394050
49026,1395030
49026,1395032
49026,1395430
49026,1395435
49026,1397823
49026,1398089
49026,1399071
49026,1399323
49026,1399463
49026,1399876
49026,1401814
49026,1402008
49026,1402079
49026,1403424
49026,1403427
49026,1404739
49026,1408347
49026,1409824
49026,1411808
49026,1412185
49026,1413089
49026,1415157
49026,1415606
49026,1416005
49026,1417396
49026,1417397
49026,1417398
49026,1417399
49026,1417400
49026,1417403
49026,1417406
49026,1417407
49026,1417408
49026,1417409
49026,1417410
49026,1417411
49026,1417412
49026,1417413
49026,1417414
49026,1417415
49026,1417416
49026,1417417
49026,1417418
49026,1417419
49026,1417514
49026,1417515
49026,1417516
49026,1417517
49026,1417820
49026,1417821
49026,1417822
49026,1417823
49026,1417824
49026,1417825
49026,1417826
49026,1417827
49026,1417828
49026,1417829
49026,1417830
49026,1417831
49026,1417832
49026,1417833
49026,1417834
49026,1417835
49026,1417836
49026,1417837
49026,1417838
49026,1417839
49026,1417840
49026,1417841
49026,1417842
49026,1417843
49026,1417844
49026,1417845
49026,1417846
49026,1417847
49026,1417848
49026,1427499
49026,1434599
49026,1440853
49026,1455503
49026,1463954
49026,1468581
49026,1468589
49026,1483827
49026,1509394
49026,1509396
49026,1516458
49026,1525908
49026,1531529
49026,1532610
49026,1532612
49026,1532613
49026,1535095
49026,1535096
49026,1535102
49026,1544394
49026,1544395
49026,1546907
49026,1548530
49026,1549015
49026,1549026
49026,1549741
49026,1550248
49026,1550400
49026,1550725
49026,1551373
49026,1552549
49026,1554393
49026,1554915
49026,1554921
49026,1554924
49026,1554925
49026,1554926
49026,1554931
49026,1555027
49026,1564997
49026,1566280
49026,1571601
49026,1622657
49026,1634437
49026,1638257
49026,1644412
49026,1644543
49529,7
49529,7879
49529,490
49529,2073
49529,3996
49529,6958
49529,8158
49529,8166
49529,8412
49529,12039
49529,12895
49529,12897
49529,15017
49529,14762
49529,15327
49529,15347
49529,15348
49529,15354
49529,34513
49529,17675
49529,17677
49529,18925
49529,23454
49529,28241
49529,29233
49529,15776
49529,51557
49529,39624
49529,61996
49529,64449
49529,72752
49529,72753
49529,67758
49529,91055
49529,91912
49529,105780
49529,122274
49529,126638
49529,138617
49529,238120
49529,406204
49529,528783
49529,967148
49529,969743
49529,986687
49529,1034754
49529,1034755
49529,1055222
49529,1081073
49529,1121742
49529,1123360
49529,1171098
49529,1218986
49529,1316599
49529,1319490
49529,1334782
49529,1335553
49529,1339450
49529,1357070
49529,1367497
49529,1374469
49529,1376901
49529,1378828
49529,1388850
49529,1390367
49529,1390388
49529,1394129
49529,1395430
49529,1395435
49529,1397837
49529,1399467
49529,1399475
49529,1400535
49529,1401784
49529,1403388
49529,1408379
49529,1409757
49529,1411320
49529,1412205
49529,1414177
49529,1414539
49529,1414540
49529,1415464
49529,1417396
49529,1418124
49529,1421936
49529,1424151
49529,1425411
49529,1428901
49529,1428905
49529,1428911
49529,1430188
49529,1441176
49529,1447571
49529,1458894
49529,1530220
49529,1532325
49529,1536539
49529,1546844
49529,1549655
49529,1550851
49529,1551810
49529,1561994
49529,1613336
49529,1640350
49529,1658269
49529,1661321
49529,1686002
49529,1697623
49529,1710258
49529,1750922
49529,1761112
49529,1775681
49529,1775682
49529,1775687
49529,1775688
49529,1775689
49529,1775690
49529,1775691
49529,1775692
49529,1775693
49529,1775701
49529,1775702
49529,1775704
49529,1775707
49529,1775718
49529,1775721
49529,1775723
49529,1813644
559,6410
559,10570
559,7623
559,7624
559,7625
559,7712
559,7627
559,7626
559,11411
559,11386
559,7630
559,10850
559,9341
559,7628
559,7629
559,19155
559,19156
559,13304
559,19157
559,19158
559,12770
559,13586
559,14349
559,38939
559,66689
559,963355
559,1172443
559,1227450
559,1339433
559,1339436
559,1339468
559,1357047
559,1360094
559,1377133
559,1378224
559,1386908
559,1392895
559,1393226
559,1395435
559,1400065
559,1451676
559,1533708
559,1553559
559,1614178
559,1648111
559,1684384
559,1735078
559,1735079
559,1781374
559,1781376
559,1781378
559,1781379
559,1781381
559,1781382
38757,7879
38757,38748
38757,5448
38757,8020
38757,12072
38757,15813
38757,15892
38757,56612
38757,61414
38757,61422
38757,61958
38757,65644
38757,76595
38757,83091
38757,112609
38757,121830
38757,137198
38757,139474
38757,928608
38757,953331
38757,1017262
38757,1123657
38757,1210381
38757,1281387
38757,1291315
38757,1367494
38757,1368856
38757,1381896
38757,1408301
38757,1424167
38757,1443211
38757,1447400
38757,1447483
38757,1447497
38757,1447499
38757,1451279
38757,1461361
38757,1461363
38757,1461364
38757,1461397
38757,1461399
38757,1464355
38757,1464361
38757,1470064
38757,1552863
38757,1552865
38757,1554457
38757,1578645
38757,1615775
38757,1615776
38757,1615777
38757,1615778
38757,1615779
38757,1615780
38757,1615781
38757,1615782
38757,1615783
38757,1615784
38757,1615785
38757,1615786
38757,1615787
38757,1615788
38757,1615789
38757,1615790
38757,1615791
38757,1615792
38757,1615793
38757,1615794
38757,1615795
38757,1615796
38757,1615797
38757,1615799
38757,1615800
38757,1615802
38757,1615803
38757,1763017
99861,531
99861,900
99861,7232
99861,6041
99861,7624
99861,10850
99861,8410
99861,8703
99861,12891
99861,13009
99861,35176
99861,22161
99861,18866
99861,15277
99861,32349
99861,57027
99861,113672
99861,113674
99861,113675
99861,983309
99861,1018073
99861,1018965
99861,1051971
99861,1104780
99861,1117747
99861,1149583
99861,1235786
99861,1322147
99861,1326451
99861,1326458
99861,1326460
99861,1327030
99861,1334420
99861,1338477
99861,1339446
99861,1351240
99861,1376901
99861,1380002
99861,1388855
99861,1388865
99861,1388894
99861,1388897
99861,1388898
99861,1392246
99861,1394331
99861,1400092
99861,1403641
99861,1412756
99861,1414189
99861,1417983
99861,1424630
99861,1425978
99861,1428837
99861,1428916
99861,1428917
99861,1439726
99861,1447326
99861,1456696
99861,1456835
99861,1457635
99861,1458578
99861,1477203
99861,1494209
99861,1510429
99861,1510430
99861,1510431
99861,1510438
99861,1510439
99861,1510440
99861,1510441
99861,1512798
767,2423
767,5331
767,5491
767,10966
767,10967
767,10968
767,10710
767,11225
767,11227
767,11295
767,11296
767,11343
767,11344
767,11345
767,65614
767,89320
767,41289
767,89383
767,89384
767,89385
767,89386
767,1389548
767,1393448
767,1408843
767,1473175
767,1551777
767,1568519
209112,947
209112,282
209112,525
209112,556
209112,3893
209112,2293
209112,2953
209112,3794
209112,3964
209112,7235
209112,5392
209112,6051
209112,6878
209112,6923
209112,10949
209112,10951
209112,13930
209112,15217
209112,15226
209112,17284
209112,17610
209112,20007
209112,20008
209112,112656
209112,113051
209112,113075
209112,66693
209112,56827
209112,60665
209112,62723
209112,65937
209112,68016
209112,79242
209112,79243
209112,78135
209112,105643
209112,107420
209112,131680
209112,158916
209112,198034
209112,211962
209112,229801
209112,484529
209112,930189
209112,1172441
209112,1305602
209112,1322016
209112,1342054
209112,1352968
209112,1367362
209112,1368864
209112,1368884
209112,1378701
209112,1394760
209112,1394767
209112,1394974
209112,1398958
209112,1399068
209112,1399862
