movie_id,cast_id
559,1781199
559,1781205
559,1781217
559,1781327
559,1636759
559,1781328
559,1781329
559,1781330
559,1639432
559,1781331
559,1781332
559,1316667
559,105632
559,1781333
559,1292243
559,1781334
559,1752230
559,1781221
559,570374
559,1246221
559,1781344
559,1781345
559,1781346
559,1781347
559,163930
559,1781348
559,1697017
559,1781349
559,1480150
559,1178562
559,1344665
559,118389
559,1781350
559,1781351
559,60127
559,1781352
559,1422991
559,106147
559,1691382
559,1781353
559,1367833
559,1781354
559,1781355
559,1781356
559,1340943
559,211964
559,1781358
559,1778304
559,1781359
559,1781360
559,1454306
559,1781361
559,1781362
559,1781365
559,1614425
559,567242
559,1781366
559,1781368
559,1225878
559,1781371
559,1368459
38757,69899
38757,16855
38757,2517
38757,2372
38757,22132
38757,4175
38757,18
38757,1219029
38757,10460
38757,1273208
38757,121830
38757,76595
38757,61958
99861,3223
99861,74568
99861,103
99861,16828
99861,1245
99861,17604
99861,13548
99861,2231
99861,1896
99861,27428
99861,550843
99861,6162
99861,71189
99861,53650
99861,39459
99861,17605
99861,1817
99861,1640
99861,1401531
99861,3491
99861,1333
99861,1146
99861,7624
99861,7030
99861,1709130
99861,1265796
99861,1196961
99861,1264233
99861,1760858
99861,1760859
99861,1760860
99861,1504934
99861,30086
99861,1029031
99861,1171654
99861,1367843
99861,1760872
99861,1760864
99861,1760865
99861,1760866
99861,1760867
99861,1760868
99861,1760869
99861,1665609
99861,1760871
99861,1760879
99861,1405571
99861,1405570
99861,1583054
99861,1760881
99861,1760882
99861,1760884
99861,1590327
99861,1760886
99861,1760888
99861,1760890
99861,1756778
99861,1760891
99861,1760892
99861,1760893
99861,6092
99861,1760898
99861,1760899
99861,1015829
99861,43373
99861,62105
99861,1760900
99861,1394333
99861,16851
99861,1480144
99861,1429470
99861,1371439
767,10980
767,10989
767,10990
767,10993
767,5658
767,388
767,1283
767,1923
767,10978
767,4566
767,9191
767,11207
767,477
767,96841
767,140367
767,10991
767,140368
767,96851
767,20999
767,11184
767,3300
767,234933
767,60348
767,10988
767,15737
767,234934
767,11180
767,964834
767,1114487
767,9138
767,234926
767,234925
767,174398
767,234922
767,234929
767,11212
767,956224
767,234928
767,234924
767,234927
767,234923
767,1796454
767,568374
767,52888
767,234930
767,202032
767,568378
767,234919
767,89387
209112,880
209112,73968
209112,90633
209112,9273
209112,44735
209112,2882
209112,16940
209112,2975
209112,18686
209112,59233
209112,208296
209112,1156024
209112,20089
209112,1511243
209112,62220
209112,87447
209112,56556
209112,1106260
209112,1190987
209112,1272969
209112,9464
209112,1272970
209112,1622651
209112,91403
209112,1269
209112,132157
209112,17178
209112,335
209112,70177
209112,1018992
209112,1236584
209112,550307
209112,12219
209112,1227867
209112,1696036
209112,1596937
209112,1514160
209112,1217309
209112,1696037
209112,17832
209112,117642
209112,3977
209112,1313559
209112,1636956
209112,1377087
209112,47296
209112,19300
209112,1467216
209112,1691930
209112,1471446
209112,1691935
209112,1691940
209112,1691945
209112,1691946
209112,1691967
209112,1682540
209112,1691970
209112,1395056
209112,1648751
209112,1691971
209112,156405
209112,134774
209112,1561391
209112,1141368
209112,1561419
209112,74312
209112,1691981
209112,53066
209112,79086
209112,1494289
209112,1691982
209112,1691983
209112,1691986
209112,1691987
209112,1395050
209112,1692027
209112,1692036
209112,1214961
209112,1692048
209112,146413
209112,1692050
209112,165293
209112,1695971
209112,146412
209112,1695987
209112,1695988
209112,1695990
209112,1695991
209112,1289444
209112,1695992
209112,1561416
209112,1696013
209112,1201979
209112,1696018
209112,1452211
209112,1696019
209112,853194
209112,1334323
209112,1685460
209112,1696038
209112,1545503
209112,1007391
209112,1505007
209112,1696221
209112,1390506
209112,1696222
209112,1696223
209112,1189226
209112,1696226
209112,1077782
209112,130081
209112,1696230
209112,1374130
209112,104195
209112,1696231
209112,1000800
209112,1696234
209112,1696241
209112,1548735
209112,1147413
209112,1424325
209112,1696264
209112,1696251
209112,1696236
209112,1696238
209112,162169
209112,8666
209112,1696268
209112,1696262
209112,1393349
209112,76674
209112,639817
209112,1561376
209112,1188194
209112,1636801
209112,1645569
209112,74595
209112,87220
209112,204261
209112,1019098
209112,1062375
209112,1031686
209112,1574911
209112,1597947
209112,1675748
209112,1729054
209112,1729055
209112,87443
209112,1594986
209112,1283943
209112,99166
209112,1892479
1452,17271
1452,1979
1452,7517
1452,11006
1452,7489
1452,8924
1452,53492
1452,2639
1452,3084
1452,53493
1452,53494
1452,41318
1452,1224391
1452,1272955
1452,193763
1452,243805
1452,1252837
1452,971458
10764,8784
10764,18182
10764,8789
10764,5309
10764,3753
10764,59620
10764,2954
10764,35029
10764,2244
10764,62892
10764,139549
10764,11276
10764,76857
10764,574355
10764,52888
10764,34408
10764,136290
10764,20289
10764,566331
10764,127000
10764,574361
10764,205222
10764,62961
10764,193339
10764,424182
10764,574364
10764,574365
10764,574367
10764,149307
10764,69865
10764,1234388
10764,1529894
58,85
58,114
58,116
58,1640
58,2440
58,1709
58,2449
58,378
58,1710
58,1711
58,2441
58,2038
58,1715
58,4030
58,939
58,2451
58,118
58,191751
58,1123
58,11283
58,22075
58,64102
58,1229277
58,140452
58,10960
58,25441
58,2450
58,2452
58,82636
58,1254626
58,429401
58,1056117
58,21700
57201,85
57201,53807
57201,886
57201,1283
57201,18473
57201,207
57201,47720
57201,12834
57201,22063
57201,583040
57201,71467
57201,15374
57201,45051
57201,62752
57201,6951
57201,84225
57201,126829
57201,1736738
57201,1094319
57201,1429470
57201,1382010
57201,1184011
57201,76857
57201,92949
57201,1471922
57201,1240490
57201,208061
57201,21723
57201,37027
57201,17401
57201,102567
57201,56267
57201,22250
57201,59847
57201,128560
57201,1452636
57201,134171
57201,1112414
57201,51754
57201,114977
57201,1760466
57201,1760467
57201,1760468
57201,1760469
57201,1760470
57201,1459004
57201,1760471
57201,1760472
57201,1391129
57201,1333907
57201,967071
57201,1178981
57201,104915
57201,1105706
57201,307885
57201,569548
57201,1759932
57201,1760474
57201,1760475
57201,1760476
49521,73968
49521,9273
49521,335
49521,1269
49521,2882
49521,934
49521,2975
49521,43202
49521,22227
49521,213049
49521,77223
49521,8786
49521,31028
49521,236302
49521,50217
49521,17832
49521,12371
49521,37698
49521,2320
49521,11831
49521,1272968
49521,1272969
49521,1272970
49521,4095
49521,27138
49521,172809
49521,59312
49521,1272971
49521,1025970
49521,9464
49521,1371141
49521,1235591
49521,1615574
2454,25130
2454,5528
2454,5529
2454,5527
2454,5526
2454,2166
2454,25132
2454,22970
2454,11184
2454,25133
2454,17839
2454,7370
2454,24496
2454,12044
2454,25134
2454,25135
2454,3896
2454,25136
2454,3063
2454,1926
2454,107943
24428,3223
24428,16828
24428,103
24428,74568
24428,1245
24428,17604
24428,91606
24428,9048
24428,71189
24428,1640
24428,2231
24428,12052
24428,6162
24428,14464
24428,101522
24428,6280
24428,7624
24428,188758
24428,168246
24428,34486
24428,5048
24428,81959
24428,1033652
24428,79079
24428,51303
24428,43553
24428,1018947
24428,1214673
24428,19151
24428,1224022
24428,150194
24428,60120
24428,1479945
24428,1479946
24428,86157
24428,60878
24428,66525
24428,87128
24428,1479957
24428,1479959
24428,1479961
24428,1479962
24428,2256
24428,1479967
24428,1480042
24428,1480043
24428,1480044
24428,1203089
24428,98626
24428,1480045
24428,156342
24428,1480047
24428,1234512
24428,1263294
24428,1480048
24428,1153698
24428,1480049
24428,1191953
24428,1480051
24428,1480053
24428,1480055
24428,1403346
24428,1480056
24428,1466605
24428,1480057
24428,1480058
24428,19137
24428,1354406
24428,1480060
24428,1480065
24428,1480066
24428,1480067
24428,1480085
24428,1480087
24428,1480091
24428,1480096
24428,1480097
24428,1480124
24428,1480128
24428,1480130
24428,1480132
24428,1001496
24428,1480144
24428,1480146
24428,1480148
24428,1480150
24428,1480152
24428,1480153
24428,1365516
24428,1480198
24428,1480199
24428,1480200
24428,1480202
24428,1371850
24428,1480204
24428,1480208
24428,1454362
24428,1480209
24428,1480210
24428,1480211
24428,1480212
24428,1480213
24428,6037
24428,1480218
24428,1480219
24428,1480220
24428,1480221
24428,1480222
24428,1480223
24428,1480224
24428,1480226
24428,1673576
24428,1636801
24428,1343164
24428,1376001
1865,85
1865,955
1865,6972
1865,2449
1865,118
1865,237455
1865,469759
1865,1115
1865,4031
1865,1712
1865,59129
1865,10983
1865,1430
1865,55901
1865,5309
1865,199975
1865,88392
1865,8399
1865,77955
1865,83814
1865,75076
1865,51300
1865,58758
1865,229634
1865,27397
1865,11279
1865,110075
1865,1321379
1865,1310385
1865,1797040
1865,214581
1865,1331023
1865,1770474
1865,1269611
1865,1770475
41154,2888
41154,2176
41154,16851
41154,72873
41154,7056
41154,55936
41154,151246
41154,59860
41154,19278
41154,87070
41154,33533
41154,91387
41154,1068400
41154,450
41154,1506488
41154,21200
41154,1671443
41154,1152008
122917,7060
122917,1327
122917,30315
122917,25136
122917,95047
122917,67123
122917,34715
122917,1193834
122917,152566
122917,207558
122917,534336
122917,1193832
122917,173451
122917,81877
122917,1193833
122917,114
122917,19034
122917,72095
122917,112
122917,1331
122917,113
122917,65
122917,52398
122917,80112
122917,114019
122917,11275
122917,126667
122917,60349
122917,1359824
122917,1359823
122917,41782
122917,205406
122917,9188
122917,71580
122917,986734
122917,15092
122917,240024
122917,1440652
122917,127453
122917,1484140
122917,1086829
122917,1356758
1930,37625
1930,54693
1930,7026
1930,5724
1930,55152
1930,76793
1930,8349
1930,35
1930,558928
1930,231547
1930,6368
1930,1111328
1930,59261
1930,205976
1930,2878
1930,7624
1930,9289
1930,20582
1930,156989
1930,1424715
1930,61263
1930,930322
1930,1315833
1930,91658
1930,157146
1930,96753
1930,1338023
1930,1232365
1930,1338034
1930,1338061
1930,1338215
1930,15318
1930,66668
1930,932116
1930,979075
1930,58510
1930,118494
1930,1183671
1930,1657618
1930,1983
1930,1477809
1930,1236007
1930,68430
1930,14050
1930,1219576
1930,63470
1930,1187106
1930,1059597
1930,1657635
1930,1355105
1930,63280
1930,984614
1930,1657642
1930,167263
1930,1657643
1930,1499460
1930,1265835
20662,934
20662,112
20662,2201
20662,227
20662,2983
20662,25072
20662,6413
20662,20300
20662,13633
20662,15576
20662,79072
20662,35091
20662,147472
20662,80149
20662,121529
20662,17499
20662,47643
20662,43131
20662,34515
20662,556444
20662,16358
20662,185460
20662,75076
20662,81125
20662,226083
20662,1151410
20662,1796466
20662,24709
20662,1182597
20662,114019
20662,146457
20662,58787
20662,202032
20662,3551
57158,7060
57158,1327
57158,30315
57158,25136
57158,95047
57158,67123
57158,34715
57158,1193834
57158,152566
57158,207558
57158,71580
57158,72095
57158,114019
57158,19034
57158,114
57158,52398
57158,41782
57158,11275
57158,126667
57158,80112
57158,236696
57158,1193832
57158,112
57158,58769
57158,173451
57158,15092
57158,1359823
57158,1359824
57158,81877
57158,534336
57158,1193833
57158,206532
2268,45589
2268,2227
2268,8784
2268,16431
2268,10912
2268,1281
2268,1327
2268,45585
2268,6972
2268,5470
2268,8534
2268,20070
2268,14011
2268,113
2268,16358
2268,45587
2268,45586
2268,937
2268,45588
2268,142389
2268,1815740
2268,28959
2268,1411061
2268,56103
2268,63608
2268,1075144
2268,1563381
2268,1132749
2268,1105459
254,3489
254,70851
254,3490
254,3491
254,3492
254,1333
254,3493
254,478
254,3494
254,3495
254,3496
254,3497
254,1166385
254,3541
254,81877
254,1047942
254,107754
254,214979
254,199432
254,181186
254,1504590
254,1205488
254,75892
254,173451
254,1097645
254,1169229
254,1064428
254,173539
254,1504591
254,75950
254,73889
254,173569
254,1670104
597,204
597,6193
597,3713
597,1954
597,8534
597,8535
597,2053
597,1369
597,2076
597,8536
597,8537
597,2179
597,8538
597,8539
597,8540
597,8541
597,8543
597,8544
597,8545
597,3071
597,65524
597,8547
597,8548
597,8549
597,8550
597,8551
597,8552
597,8553
597,1080265
597,93215
597,1054325
597,41266
597,26863
597,1256066
597,63141
597,55957
597,1697673
597,3981
597,230727
597,1741441
597,1741443
597,126363
597,29796
597,1359176
597,1741450
597,1597443
597,40740
597,1451680
597,1741459
597,142325
597,178557
597,172280
597,1741663
597,1741664
597,1227544
597,131833
597,1106167
597,97436
597,1741665
597,1398372
597,1741666
597,40695
597,158662
597,1741667
597,1228858
597,1741669
597,1520024
597,592618
597,1237642
597,1693876
597,930944
597,1330728
597,1338541
597,157989
597,1741673
597,1741675
597,72742
597,1741678
597,944614
597,42198
597,1402008
597,1741688
597,1741689
597,30148
597,1741690
597,1741691
597,42290
597,4031
597,1233436
597,1741692
597,1741693
597,1741694
597,29214
597,1741697
597,1367898
597,1028668
597,1741700
597,1741701
597,42286
597,1741707
597,1741709
597,146182
597,2134
597,2710
597,1639429
597,1741717
597,1741718
597,75804
597,1741719
597,1741720
597,1741721
597,1337466
597,1741722
597,1741723
597,1741724
597,1741725
597,1741726
597,2472
597,1741727
597,1741728
597,1029818
597,63423
597,1741729
597,1190237
597,1730068
597,1741737
597,1275173
597,1741739
597,93214
597,11670
597,1741740
597,1741741
597,1741742
597,1741743
597,1741744
271110,16828
271110,3223
271110,1245
271110,60898
271110,53650
271110,1896
271110,17604
271110,172069
271110,6162
271110,550843
271110,22226
271110,84247
271110,1136406
271110,81685
271110,227
271110,3872
271110,21134
271110,62105
271110,7060
271110,3141
271110,51878
271110,15250
271110,116969
271110,139900
271110,1981
271110,161932
271110,7624
271110,19272
271110,150194
271110,1502949
271110,1779511
271110,1779512
271110,1779513
271110,1582803
271110,1566267
271110,1779514
271110,1483700
271110,25135
271110,1327810
271110,1779516
271110,1480044
271110,1779517
271110,1003792
271110,1323073
271110,1779519
271110,114634
271110,1779520
271110,1779521
271110,1779522
271110,209125
271110,1779523
271110,1779524
271110,1779525
271110,1779526
271110,1779527
271110,1779528
271110,1779529
271110,1779530
271110,1779531
271110,1779532
271110,1779533
271110,1779534
271110,1779535
271110,1779536
271110,1779537
271110,1779538
271110,1779539
271110,1779540
271110,1779541
271110,1779542
271110,1779543
271110,1779544
271110,1779545
271110,1779546
271110,1779547
271110,1779548
271110,1779549
271110,1779550
271110,1779551
271110,1779552
271110,1779554
271110,1779557
271110,1779562
271110,1779563
271110,570756
271110,1779564
271110,1779565
271110,1779567
271110,1375186
271110,1779569
271110,1569801
271110,1779570
271110,232256
271110,78430
271110,1731337
271110,1265796
271110,1779572
271110,91042
271110,1738113
271110,592495
44833,60900
44833,28846
44833,131519
44833,131520
44833,13275
44833,3896
44833,1052162
44833,184581
44833,88124
44833,205406
44833,98953
44833,60875
44833,36602
44833,23429
44833,987677
44833,1331643
44833,55205
44833,1044953
44833,565508
44833,1337274
44833,1216133
44833,68180
44833,17838
44833,12688
44833,3218
44833,1326245
44833,210542
44833,66678
44833,928532
44833,1044956
44833,29054
44833,1367223
44833,937232
44833,1569054
44833,1049830
44833,1504579
44833,1504580
44833,1504581
44833,1504582
44833,1504583
44833,84756
44833,204235
44833,1685026
44833,1685027
44833,989607
44833,86536
135397,73457
135397,18997
135397,76793
135397,7132
135397,1108907
135397,17181
135397,543505
135397,78423
135397,14592
135397,20750
135397,591834
135397,116278
135397,150587
135397,170635
135397,59297
135397,11669
135397,97446
135397,1809787
135397,1550012
135397,930707
135397,568045
135397,866906
135397,979412
135397,1391129
135397,1522360
135397,1682513
135397,1682512
135397,1637724
37724,8784
37724,5309
37724,3810
37724,5469
37724,2038
37724,1030261
37724,3926
37724,17064
37724,139549
37724,11045
37724,15737
37724,118617
37724,206273
37724,100242
37724,122556
37724,1024234
37724,1224993
37724,92429
37724,47944
37724,1399567
37724,1168075
37724,1062405
37724,1333452
37724,1574323
558,2219
558,205
558,17051
558,658
558,18998
558,2517
558,18999
558,19154
558,19152
558,5293
558,20645
558,11357
558,7624
558,11641
558,74949
558,75316
558,115218
558,25933
558,9281
558,18307
558,20644
558,75309
558,20491
558,52847
558,4610
558,31549
558,17179
558,11769
558,19153
558,2368
558,5502
558,15011
558,9047
558,19326
558,59846
558,19489
558,3218
558,62646
558,31508
558,1217576
558,27688
558,1051811
558,52271
558,54635
558,11750
558,11766
558,109180
558,54586
558,1214542
558,1252313
558,1355926
558,188728
558,64373
558,1735986
558,13029
558,60925
558,1279729
558,147592
558,152939
558,1090378
558,90558
558,1278367
558,138028
558,1498435
558,1431984
558,1254435
558,92729
558,1409953
558,954650
558,66579
558,1378546
558,1346430
558,1500999
558,956198
558,1647723
558,58619
68721,3223
68721,12052
68721,1896
68721,529
68721,15556
68721,15277
68721,2282
68721,18473
68721,121953
68721,6162
68721,6573
68721,46814
68721,17181
68721,15860
68721,77303
68721,17857
68721,1735538
68721,1480047
68721,1735539
68721,1212282
68721,1234512
68721,74086
68721,14670
68721,1336882
68721,1171861
68721,1171688
68721,992507
68721,1735541
68721,1735542
68721,574355
68721,1088938
68721,1230922
68721,1735543
68721,1265796
68721,1391612
68721,49275
68721,1463664
68721,1735545
68721,1383576
68721,430313
68721,56979
68721,146329
68721,1314963
68721,38709
68721,51464
68721,113008
68721,1735546
68721,1241324
68721,37252
68721,7624
68721,115974
68721,1735547
68721,1215021
68721,1735551
68721,54679
68721,1735554
68721,237347
68721,1735558
68721,1735559
68721,1309902
68721,1735560
68721,1735561
68721,1228523
68721,1323717
68721,1735562
68721,1530091
68721,193946
68721,1735564
68721,1735565
68721,1699796
68721,1735566
68721,154158
68721,974169
68721,1735568
68721,1392385
68721,1339959
68721,1154054
68721,57251
68721,113745
68721,1366
68721,1735569
68721,235778
68721,1535095
68721,216782
68721,89714
68721,1735572
68721,1332241
68721,1648160
68721,1544395
68721,1352976
68721,1544394
68721,149731
68721,1735573
68721,1221121
68721,1080216
68721,590821
68721,1700563
68721,1619994
68721,1735574
68721,1735575
68721,1454104
68721,180838
68721,1622657
68721,169265
68721,1429470
68721,103
68721,445918
12155,76070
12155,85
12155,1813
12155,1283
12155,1064
12155,20982
12155,30083
12155,26209
12155,11855
12155,11276
12155,29237
12155,47468
12155,3968
12155,4566
12155,113
12155,11275
12155,9191
12155,34900
12155,40942
12155,3796
12155,11356
12155,73357
12155,282628
12155,119413
12155,1652888
12155,1323226
12155,31737
12155,156136
12155,208507
12155,63280
12155,1350949
12155,1652908
12155,1652911
12155,487836
12155,1116282
36668,6968
36668,4587
36668,1327
36668,2387
36668,10696
36668,10690
36668,7090
36668,11023
36668,11022
36668,27578
36668,11008
36668,11006
36668,980
36668,11107
36668,84222
36668,37046
36668,52414
36668,2131
36668,58115
36668,1199720
36668,73590
36668,115857
36668,941988
36668,4776
36668,21041
36668,14792
36668,1103
36668,61555
36668,4741
36668,7624
36668,59243
36668,11616
62211,7904
62211,1230
62211,884
62211,15735
62211,1271300
62211,21198
62211,155649
62211,52601
62211,21290
62211,95101
62211,658
62211,51383
62211,51797
62211,119592
62211,452205
62211,11806
62211,5149
62211,17697
62211,19278
62211,482044
62211,10
62211,7907
62211,7908
62211,1340664
8373,10959
8373,19537
8373,19536
8373,11678
8373,8169
8373,1241
8373,14721
8373,24305
8373,72985
8373,103554
8373,12797
8373,1331
8373,141956
8373,19540
8373,1749473
8373,108253
8373,19541
8373,117187
8373,84495
8373,2962
8373,177588
8373,15761
8373,19384
8373,81178
8373,15831
8373,78798
8373,1508409
8373,110636
8373,13919
8373,24362
8373,130081
8373,183507
8373,78434
8373,20582
8373,67206
8373,12793
8373,1295
91314,13240
91314,2283
91314,7090
91314,61186
91314,1007683
91314,39389
91314,3971
91314,109432
91314,51990
91314,204100
91314,539
91314,1677237
91314,1717278
91314,1087070
91314,937809
91314,1837661
91314,928594
91314,19540
91314,15831
91314,1230
91314,3899
91314,2962
91314,31531
91314,15860
91314,19541
91314,117187
91314,27993
91314,6576
91314,124112
91314,971234
91314,1039678
91314,1347386
91314,592343
91314,1487978
91314,18262
91314,1643621
91314,1661677
91314,1744759
91314,7574
91314,111080
91314,64896
68728,17051
68728,18973
68728,3293
68728,1812
68728,5367
68728,8854
68728,125025
68728,19754
68728,224723
68728,123725
68728,11357
68728,11769
68728,150673
68728,99932
68728,1157664
68728,36095
68728,1194944
68728,1271755
68728,220557
68728,1454303
68728,1494289
68728,1018967
68728,1032536
68728,1735970
68728,1735971
68728,1004624
68728,1735972
68728,1735973
68728,554395
68728,19326
68728,1735974
68728,215162
68728,1735975
68728,1367929
68728,1735976
68728,11465
68728,11464
68728,11462
68728,1591329
68728,1735977
68728,1735978
68728,1283945
68728,1735979
68728,1735980
68728,1735981
68728,1735983
68728,1735984
68728,1192831
68728,11766
68728,1735985
68728,1735986
68728,11750
68728,87445
68728,1735988
68728,1395067
68728,1463346
68728,1446431
68728,1735989
68728,1735990
68728,1340674
68728,1735991
68728,1735993
68728,1735996
68728,1239388
68728,1735999
68728,1182345
68728,1285754
68728,1464485
68728,1736003
68728,1736004
68728,1364762
68728,1594124
68728,1736005
68728,1088597
68728,1092687
68728,1471386
68728,1736006
68728,1736007
68728,1736008
68728,1571435
68728,146414
68728,1736418
68728,1736419
68728,1736420
68728,1736422
68728,1558214
68728,1736424
68728,1736425
68728,1736426
68728,18231
68728,1736427
68728,1736428
68728,1194878
68728,1736429
68728,1154494
68728,20251
68728,1736430
68728,1207888
68728,1736431
68728,1636759
68728,1736432
68728,1382396
68728,1736433
68728,1736434
68728,1736435
68728,1736436
68728,1736437
68728,1736438
68728,1469377
68728,1736496
68728,1480067
68728,1736497
68728,1242060
68728,240758
68728,1014618
68728,1263199
68728,1736498
68728,1736500
68728,1736501
68728,1736502
68728,1736503
68728,1694864
68728,1736504
68728,1736505
68728,1736506
68728,1484161
68728,1736507
68728,1736509
68728,1561708
68728,1736511
68728,933580
68728,1736512
68728,1736515
68728,1736517
68728,1736518
68728,128973
68728,1736520
68728,935714
68728,1736521
68728,1451618
68728,1736522
68728,1736523
68728,1456724
68728,1736524
68728,1736525
68728,1736526
68728,1735577
68728,1736528
68728,1736529
68728,53760
68728,1736530
68728,1736532
68728,1736533
68728,1586918
68728,1736534
68728,1519716
68728,1736535
68728,1736537
68728,1736538
102382,37625
102382,54693
102382,134
102382,122889
102382,55152
102382,6368
102382,10132
