id,name
86352,Québec Production Services Tax Credit
86655,Media Rights Capital (MRC)
87857,Abu Dhabi Film Commission
87858,"Colorado Office of Film, Television & Media"
3281,GK Films
6277,Skydance Productions
11956,Apparatus Productions
19108,Latina Pictures
23644,2DUX²
22213,TSG Entertainment
37336,Down Productions
11461,Bad Robot
12536,Kurtzman/Orci
8406,Big Kid Pictures
79,Village Roadshow Pictures
240,Bazmark Films
11858,A&E Television Networks
14440,Red Wagon Entertainment
14604,Spectrum Films
19750,Disney Double Dare You (DDY)
19751,Indochina Productions
1,Lucasfilm
34530,Perfect Storm Entertainment
69484,Alibaba Pictures Group
82819,Skydance Media
83644,Sneaky Shark
83645,Huahua Media
93408,FortyFour Studios
347,Centropolis Entertainment
1557,The Mark Gordon Company
10905,Farewell Productions
11395,ImageMovers
450,Anarchos Productions
552,Dark Horse Entertainment
2596,Jerry Weintraub Productions
46339,Beagle Pug Films
86565,Riche Productions
86566,Village Roadshow Films North America
78091,Kinberg Genre
521,DreamWorks Animation
2507,"Todman, Simon, LeMasters Productions"
16774,Peters Entertainment
57088,Sonnenfeld Josephson Worldwide Entertainment
2269,China Film Co-Production Corporation
11462,Alphaville Films
19643,"Sommers Company, The"
158,Spyglass Entertainment
159,Shady Acres Entertainment
4171,Playtone
6687,Viz Media
12200,Province of British Columbia Production Services Tax Credit
36390,3 Arts Entertainment
1073,Gordon Company
1302,Davis Entertainment
6092,Licht/Mueller Film Corporation
7297,Fairview Entertainment
290,Ingenious Media
7076,Chernin Entertainment
7299,Corsan
8186,Bliss Media
8187,Limelight International Media Entertainment
8188,Neelmudra Entertainment
76098,Aristos Films
76099,Singularity Productions
76100,Wildkite
2735,Mid Atlantic Films
4403,Stuber Productions
6292,Universal
20851,H2F Entertainment
20656,Babieka
59778,A113
1867,Golden Mean
86561,Stereo D
829,Vertigo Entertainment
20154,Mad Hatter Entertainment
763,Intermedia Films
7340,C-2 Pictures
19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
23636,Mostow/Lieberman Productions
54850,Bulletproof Cupid
13769,Lynda Obst Productions
5896,Cine Bazar
49301,Toho Pictures
26281,Ardustry Entertainment
26282,Mediastream Film GmbH & Co. Productions KG
7383,"Kennedy/Marshall Company, The"
6332,Dune Entertainment III
10893,Big Screen Productions
1632,Lionsgate
5420,Color Force
831,Saturn Films
8000,Broken Road Productions
19097,Junction Entertainment
449,Virtual Studios
1633,Next Entertainment
14024,Irwin Allen Productions
18990,Radiant Productions
19943,Synthesis Entertainment
37455,Legend3D
16028,Blizzard Entertainment
13184,Annapurna Pictures
711,Fox 2000 Pictures
9195,Touchstone Pictures
20011,SprocketHeads
591,France 3 Cinéma
866,Pathé Renn Productions
4588,Egmond Film & Television
10926,Pacifica Film
54997,WR Universal Group
462,Patalex IV Productions Limited
433,Weed Road Pictures
675,Forward Pass
12485,Overbrook Entertainment
28064,Blue Light
41756,GH Three
80,The Zanuck Company
45778,Plan B Entertainment
55512,Theobald Film Productions
19231,Patalex III Productions Limited
436,1492 Pictures
2575,21 Laps Entertainment
10224,Museum Canada Productions
9076,Seed Productions
172,NPV Entertainment
1885,Silver Pictures
375,Heineken Branded Entertainment
2537,Kennedy Miller Productions
5561,Panorama Films
8253,Skylark Productions
3639,Whamaphram Productions
3528,Thunder Road Pictures
24175,Cott Productions
24176,"Furia de Titanes II, A.I.E."
9228,Dan Curtis Productions
21777,TC Productions
69485,Odin
520,Pacific Data Images (PDI)
1903,Columbus 81 Productions
2348,Nickelodeon Movies
8805,Industrial Light & Magic (ILM)
12236,Blinding Edge Pictures
44,Cruise/Wagner Productions
658,MI 3 Film
14714,China Film Group Corporation (CFGC)
22102,The Fourth Production Company Film Group
34981,Iron Horse Entertainment (II)
34982,Mythology Entertainment (II)
297,Aardman Animations
27711,Berlanti Productions
73951,Classic Media Productions
73952,Bullwinkle Studios
81,Plan B Entertainment
7636,Nimar Studios
19107,Helena Productions
4607,"Montecito Picture Company, The"
34034,LStar Capital
61791,Feigco Entertainment
84041,Pascal Pictures
84042,Ghostcorps
11533,Valhalla Motion Pictures
441,Columbia Pictures Corporation
49325,Parkes+MacDonald Image Nation
2265,Shangri-La Entertainment
24955,Paramount Animation
76266,Oriental DreamWorks
76714,JC 23 Entertainment
14718,Radar Pictures
20634,"Bedford Falls Company, The"
52184,Volcano Films
23419,MavroCine Pictures GmbH & Co. KG
491,Summit Entertainment
908,Mystery Clock Cinema
72441,TIK Films
88715,Pyramania
11317,Phoenix Pictures
19523,AFG Talons Productions
840,Lawrence Gordon Productions
5739,Donner/Shuler-Donner Productions
10565,Good Machine
19719,Saints LA
2233,Bristol Bay Productions
2234,Baldwin Entertainment Group
2235,Desertlands Entertainment
2767,Mace Neufeld Productions
4169,Kanzaman
12124,J.K. Livin Productions
12125,Moguletta
12126,Sahara Productions
19481,Babelsberg Film
4164,Square USA
20033,Chris Lee Productions
9118,Samuel Goldwyn Films
53009,Miramax
5219,Sunswept Entertainment
12292,Temple Hill Entertainment
28381,Dr D Studios
28382,Kennedy Miller Mitchell
25121,MVL Incredible Productions
7294,Reliance Entertainment
508,Regency Enterprises
562,Appian Way
8870,CatchPlay
10039,Anonymous Content
10104,New Regency Pictures
13796,Hong Kong Alpha Motion Pictures Co.
28732,RatPac Entertainment
52660,M Productions
77845,Monarchy Enterprises S.a.r.l.
10262,Blind Wink
862,The Kennedy/Marshall Company
11347,Ludlum Entertainment
11348,Motion Picture BETA Produktionsgesellschaft
11349,Bourne Again
10288,Don Simpson/Jerry Bruckheimer Films
7,DreamWorks
11845,Wintergreen Productions
7503,Protozoa Pictures
10256,Disruption Entertainment
437,Heyday films
7888,ScreenWest
10217,Walt Disney Feature Animation
19927,Government of Malta
9383,Blue Sky Studios
11749,Twentieth Century Fox Animation
79026,XM2 Productions
79027,XF2 Canada Productions
1225,One Race Productions
2723,Lin Pictures
23202,Wigram Productions
559,TriStar Pictures
14723,Carolco Pictures
80461,Carolco International N.V.
25716,Captivate Entertainment
1382,PolyGram Filmed Entertainment
35,Lions Gate Films
11362,Mark Gordon Productions
54502,Mel's Cite du Cinema
51199,Munich Film Partners & Company (MFP) MI2 Productions
16061,Baltimore Spring Creek Productions
5755,Constantin Film Produktion
10881,Bernd Eichinger Productions
13480,Haishang Films
11370,Michael De Luca Productions
20241,Crystal Sky Pictures
20475,GH One
20476,Vengeance Productions Pty. Ltd.
29313,Pearl Street Films
31922,Double Negative
83871,Perfect World (Beijing) Pictures Co.
10239,Tall Trees Productions
19813,Flower Films (II)
19747,Brandywine Productions
5752,Sony Pictures Entertainment
2531,Media Rights Capital
7431,Sony Pictures Entertainment (SPE)
11029,QED International
18209,Alpha Core
28788,Genre Films
31076,Simon Kinberg Productions
655,Strike Entertainment
12170,Velocity Productions
18,Gracie Films
2648,Road Rebel
84,Tree Line Films
21845,Pink Machine
19647,Monolith Pictures (III)
19648,Radical Studios
47,Constantin Film
356,TF1 Films Productions
1992,La Petite Reine
1994,Tri Pictures
1995,Sorolla Films
1996,Novo RPI
5358,Canal+
8676,uFilm
9335,Canal+ España
11921,Le Tax Shelter du Gouvernement Fédéral de Belgique
20409,Les Editions Albert René
2812,Lion Rock Productions
10338,Perfect World Pictures
7470,Esperanto Filmoj
1280,Pacific Western
47354,5150 Action
77208,Gama Entertainment Partners
5374,Marv Films
9078,Constantin Film.
34081,Flynn Picture Company
762,Mutual Film Company
9269,Global Entertainment Productions GmbH & Company Medien KG
129,Section Eight
12202,WV Films III
1171,Epsilon Motion Pictures
10227,Mandeville Films
24097,NeoReel
14,Miramax Films
691,Cappa Productions
7380,Initial Entertainment Group (IEG)
6733,Reliance BIG Entertainment
2994,Hollywood Gang Productions
2995,Atmosphere Entertainment MM
2251,Sony Pictures Animation
7311,Kerner Entertainment Company
12087,Angry Films
76069,Wardour Street Pictures
35304,Blue Tulip Productions
3200,Chartoff Productions
3263,Odd Lot Entertainment
7296,K/O Paper Products
31825,Digital Domain
31826,Taleswapper
890,Cheyenne Enterprises
5237,The Saul Zaentz Company
53413,80 Days Productions
53414,Spanknyce Films
53416,Fitzwilliam Productions
415,Laurence Mark Productions
19354,Mediastream Vierte Film GmbH & Co. Vermarktungs KG
19355,Canlaws Productions
19477,Dune Films
19478,BK
19479,KOH
19480,Reino del Cielo
19482,Inside Track 3
19483,Calle Cruzada
5555,Global Medien KG
58331,Franklin/Waterman Productions
6408,International Traders
21904,Mill Film
21905,C & L
21906,Dawliz
766,Blue Tulip Productions
26265,Ronald Shusett/Gary Goldman
76068,Digital Image Associates
61409,T2 Productions
11391,Tribeca Productions
11581,Misher Films
8083,Film Rites
1423,Escape Artists
2242,Everyman Pictures
7852,Dreamworks Pictures
4740,Gary Sanchez Productions
824,Kopelson Entertainment
308,The Weinstein Company
925,Nu Image Films
10254,Millennium Films
5289,Wild Things Productions
682,Peninsula Films
694,StudioCanal
3045,Sony Pictures Releasing
14577,Sony Pictures Worldwide Acquisitions (SPWA)
21212,Italian Tax Credit
23731,Birnbaum/Barber
23732,Cineroma SRL
23733,French Tax Credit
919,Beacon Communications
348,Bedford Falls Productions
430,Lonely Film Productions GmbH & Co. KG.
705,Spring Creek Productions
20938,Liberty Pictures
14654,EMJAG Productions
19177,Red Granite Pictures
23243,Sikelia Productions
31080,Polygram Filmed Entertainment
23434,Big Bug Pictures
1972,X-Filme Creative Pool
7829,Ascension Pictures
10947,ARD Degeto Film
11080,Cloud Atlas Productions
11082,Five Drops
11083,Media Asia Group
19621,Dreams of Dragon Picture
8089,Animal Logic
813,DiNovi Pictures
52945,Frantic Films
52946,Maple Shade Films
52947,Catwoman Films
748,Mosaic Media Group
11916,Sid & Marty Krofft Pictures
342,Davis-Films
7571,LionsGate
28384,Ex3 Productions
40822,Fipex Holding
1088,Alcon Entertainment
10289,DMG Entertainment
70993,Ehman Productions
3012,Pathé Distribution
17888,K. JAM Media
34401,Surf Film
63571,"Enelmar Productions, A.I.E."
97,Castle Rock Entertainment
10163,Working Title Films
16280,Jean Doumanian Productions
21716,Sweetland Films
65514,Magnolia Films
65515,Jasmine Productions Inc.
20242,Imhotep Productions
7381,Alberto Grimaldi Productions
724,Beijing New Picture Film Co. Ltd.
12205,EDKO Film
49512,New Picture Company
7293,DreamWorks Pictures
497,Revolution Studios
36431,Location Gourmet
9,Gaumont
3268,Home Box Office (HBO)
7429,HBO Films
47706,Allison Shearmur Productions
2300,Key Creatives
9349,Film4
11843,Goldcrest Pictures
12248,New Zealand Large Budget Screen Production Grant
13444,Outlaw Sinema
40112,Pendle Mountain Productions
657,Toho-Towa
3324,British Broadcasting Corporation (BBC)
4650,Marubeni
19105,Eidos Interactive
13403,Straight Up Films
34396,Giant Pictures
34397,Origo Film Group
183,Le Studio Canal+
28431,TCF Vancouver Productions
1838,Firm Films
19776,Prospect Park
19777,Millbrook Farm Productions
12178,Red Hour Films
5552,Media Asia Films
12379,Internationale Filmproduktion Stella-del-Sud Second
258,Scott Rudin Productions
33817,Yellow Bird
47479,Ground Control
1504,Cinergi Pictures Entertainment
19855,Internationale Filmproduktion Blackbird Dritte
19857,Sean Daniel Company
23920,LightWorkers Media
10930,Bagdasarian Productions
60,United Artists
6100,Achte Babelsberg Film
2608,Happy Madison Productions
385,Stanley Kubrick Productions
3538,Gunn Films
47122,Doom Buggy Productions
43910,South Side Amusement Company
932,Mirage Enterprises
20194,Motion Picture JOTA Produktions
14362,October Pictures
11661,Rysher Entertainment
656,Metropolitan Filmexport
780,Red Wagon Productions
7385,Kalima Productions GmbH & Co. KG
3638,The Jacobson Company
22103,Red Horizon Productions
2471,National Geographic Society
11371,Palomar Pictures (II)
20344,First Light Production
10308,Dino De Laurentiis Company
631,Parkway Pictures (I)
24013,Vnesheconombank
24014,Nutcracker Holdings
24015,HCC Media Group
24016,Russian Roulette Ltd.
23370,Constant c Productions
7384,Hypnotic
11346,Motion Picture THETA Produktionsgesellschaft
24939,WV Films II
248,Impact Pictures
753,Nouvelles Éditions de Films (NEF)
939,New Legacy
1894,Josephson Entertainment
8908,Andalasia Productions
8909,Right Coast Productions
10472,Cruella Productions
3086,Image Entertainment
12007,Rat Entertainment
735,Waverly Films
79209,No Such Productions
549,Swanford Films
551,Mandalay Pictures
11358,Little Bird
22182,KC Medien
24136,Reperage
24137,DOS
24138,MP Film Management
10339,WWE Studios
90249,IM3 Entertainment
55528,Oak Productions
136,City Light Films
496,David Foster Productions
788,Bel Air Entertainment
43717,Hacienda Productions
12005,Yucaipa Films
12006,Goldmann Pictures
12008,Misha Films
2527,Marc Platt Productions
2199,Horsepower Films
12213,Core Productions
12214,Munich Film Partners New Century & Company (MFP) Core Productions
284,DNA Films
7437,IM Global
46506,Rena Film
46507,Peach Trees
14179,Creepshow Films Inc.
14180,Laurel Entertainment Inc.
21498,Internationale Filmproduktion Eagle
160,Pit Bull Productions
2877,Living Films
3527,Green Hat Films
1865,Zanuck/Brown Productions
2478,Manhattan Project
746,MTV Films
60378,Callahan Filmworks
1757,Mad Chance
27352,WV Films IV
2308,Type A Films
2795,Ott Medien
2796,Wild West Picture Show Productions
455,Permut Presentations
456,WCG Entertainment Productions
458,Douglas/Reuther Productions
25358,Krane Entertainment
3589,Kouf/Bigelow Productions
78338,Hiett Designs of Las Vegas
78339,Runway Pictures Inc
20157,KMP Film Invest
1370,Castel Film Romania
2570,Bona Fide Productions
10102,Cattleya
2173,Great Oaks Entertainment
1560,Roth-Arnold Productions
3592,Warner Bros. Family Entertainment
8816,Northern Lights Entertainment
55527,Courtside Seats Productions
1507,International Production Company
2364,The Montecito Picture Company
3929,Robert Simonds Productions
20374,Earth Canada Productions
20375,Hammerhead Productions
23397,Donner/Shuler-Donner Productions
16312,Crave Films
39649,Huayi Brothers Media
47169,Le Grisbi Productions
175,Caravan Pictures
961,Roger Birnbaum Productions
2785,Warner Bros. Animation
13481,Rhythm and Hues
19045,Picnic Basket
46221,Zookeeper Productions
46222,Hey Eddie
19902,Prelude Pictures
30253,Saltire Entertainment
1274,Clinica Estetico
27584,"Rainbow Film Company, The"
40955,Revere Entertainment
40956,Jagtoria Films
4361,RKO Pictures
46458,Jonathan Krane Group
1565,Avery Pix
1649,Reforma Films
7405,Dimension Films
3307,Ex Nihilo
7395,Les films du Worso
7792,Noodles Production
10611,Ciné+
11199,Scope Pictures
18367,Centre National de la Cinématographie (CNC)
25818,Ministère de la Culture et de la Communication
58659,Left Field Ventures
76444,Evo Films A.I.E.
76445,Indéfilms 3
76446,Palatine Étoile 12
76447,Cinéfeel Prod
8769,Art Linson Productions
41978,Top Shelf Productions
335,Tig Productions
3164,BBC Worldwide
8090,BBC Earth
8091,Evergreen Films
53498,BBC Earth MD (WWD)
53499,Evergreen MD
1403,Franchise Pictures
7406,JTP Films
10210,Morgan Creek Productions
19718,Battlefield Productions
20734,Warner Bros. Feature Animation
18619,Cobalt Media Group
18620,Artists Production Group (APG)
33832,Aperture Entertainment
22351,The Canton Company
53997,Mars Production Pty. Ltd.
104,Canal Plus
854,Sofica Europacorp
2525,Avalanche Productions
6896,EuropaCorp
4959,Pathé Films
6586,TPS Star
6735,Participant Media
7454,France Télévision
15671,France 2 Cinéma
16804,France 3 Cinema
19267,Conseil Régional du Calvados
20346,Région Bretagne
33250,Ministère du Développement Durable et de la Mer
33251,JMH-TSR
33252,HH Sheikha Salama bint Hamdan Al Nahyan
33253,Conseil Général des Côtes d'Armor
33254,Conseil Général du Morbihan
33255,Région Basse-Normandie
2755,Dante Entertainment
2978,Crusader Entertainment
2979,ETIC Films
2980,Forge
2981,QI Quality International GmbH Co. KG
2982,Signature Pictures
16850,ApolloMedia Distribution
87847,Coco
87848,Film 111
87849,Jericho Productions Ltd.
87850,MFF (Sound of Thunder)
87851,Matrix Film Finance
87852,Scenario Lane Productions
4253,Don Carmody Productions
7263,FilmDistrict
12162,Constantin Film International
9965,Anima Estudios
79433,Discreet Art Productions
1836,Contrafilm
649,Sony
877,Casey Silver Productions
24,Mikona Productions GmbH & Co. KG
2203,Onyx Films
8858,NetFlix
15433,Orange Studios
41042,CityMation
59725,On Entertainment
60658,Zippcast Films
594,Capella International
596,KC Medien AG
6704,Illumination Entertainment
475,JD Productions
19352,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
11429,Hit & Run Productions
22969,Springwood Productions
22970,Genetics Productions
1038,Bazelevs Production
2526,Kickstart Productions
2528,Top Cow Productions
23955,Ringerike Zweite Filmproduktion
915,Hollywood Pictures
2378,Offspring Entertainment
70994,Zadan / Meron Productions
36452,Dominion Productions
20477,DiC Entertainment
23271,SOIXAN7E QUIN5E
23272,See Me Louisiana
2030,Participant Productions
2031,Playtone Production
215,Double Feature Films
216,Jersey Films
1693,Nina Saxon Film Design
803,Alliance Atlantis Communications
17032,Barry Mendel Productions
13473,Michael Lobell Productions
817,Katalyst Films
60022,Aversano Films
1212,Empire Pictures
13816,Hyde Park Entertainment
52944,Lotus Pictures
10158,First Knight Productions
8852,Virgin Produced
11761,Mark Canton Productions
2448,Yari Film Group
11027,Stratus Film Co.
26947,Syndicate Films International
26948,Equity Pictures Medienfonds GmbH & Co. KG II
26949,Hostage GmbH
11050,David Kirschner Productions
11231,Fox Animation Studios
838,Paramount Vantage
1785,Likely Story
4482,Ivy Boy Productions
10059,This Is That Productions
89626,Twitching Image Studio
49478,Aldrich Group
54004,Optional Pictures
3683,Limited Edition Productions Inc.
22119,Lennox House Films
2519,DeBart
2154,Punch Productions
11407,Baltimore Pictures
18642,Rovio Entertainment
30692,Sony Pictures Imageworks (SPI)
50848,Rovio Mobile
91920,Rovio Animation
10105,Apatow Productions
11708,Madison 23
7786,FilmWorks
12246,MDBF Zweite Filmgesellschaft
1301,Joseph M. Singer Entertainment
4564,Icon Entertainment International
7965,The Ladd Company
11353,B.H. Finance C.V.
1522,Neal Street Productions
19934,Motion Picture KAPPA Produktionsgesellschaft
3982,Darkwoods Productions
10107,Trackform Film Productions
3823,TF1 Films Production
7396,Pathe
19238,Two Brothers Productions
126,Lakeshore Entertainment
10201,Interscope Communications
4859,Nickelodeon Animation Studios
8921,United Plankton Pictures
90663,Brian Grazer/Scott Rudin Productions
59,A Band Apart
6817,Zehnte Babelsberg
6818,Visiona Romantica
11728,Camelot Pictures
20034,Illusion Entertainment
349,Cruise-Wagner Productions
485,Vinyl Films
19828,Lonlink Productions
19829,Kut Productions
19834,Inside Track Films
19835,Charenton Productions Limited
53005,Wheelhouse Entertainment
53006,Motion Picture Production GmbH & Co. Erste KG
2721,Jinks/Cohen Company
22695,Smokehouse Pictures
24970,Obelisk Productions
6455,Edward R. Pressman Film
27551,Michael De Luca Productions
23420,Vaughn Productions
1236,Mandalay Entertainment
57435,Applecross
57436,Reperage & Vanguard Films
1512,John Wells Productions
2539,Reaper Productions
19922,Doom Productions
19923,Distant Planet Productions
3287,Screen Gems
7738,Sketch Films
7740,UW4 Productions
8871,Corner Store Entertainment
12139,Material Pictures
21447,David Ladd Films
972,Current Entertainment
2729,Omnilab Media
3427,Ambience Entertainment
10427,Open Road Films
11369,Sighvatsson Films
11840,Film Victoria
11841,Wales Creative IP Fund
1484,Yorktown Productions
2216,Helkon Media AG
76491,SuperMega
76492,MHF Erste Academy Film GmbH & Co. Produktions KG
7237,Tele München Fernseh Produktionsgesellschaft (TMG)
23932,UGC PH
48136,British Broadcasting Corporation (BBC) Television
55474,Stargate Studios
1156,Conundrum Entertainment
22135,Prana Animation Studios
48471,Summertime Entertainment
804,Natural Nylon Entertainment
1668,Riff Raff Film Productions
4753,Filmauro
10671,Blue Flower Productions
10672,Brooklyn Films II
10405,Emmett/Furla Films
31832,Envision Entertainment
36212,Boies / Schiller Film Group
46961,Knightsbridge Entertainment
21409,MFP Munich Film Partners GmbH & Company I. Produktions KG
21410,S.O.A.F. Productions
4000,Maverick Films
5218,Imprint Entertainment
19552,Horseshoe Bay Productions
8789,Fuzzy Door Productions
44783,Smart Entertainment
784,Himenóptero
2674,Telecinco Cinema
5444,Mod Producciones
9974,Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA)
2484,Golar Productions
8758,Kaitz Productions
8759,Mann/Roth Productions
51164,Whitaker Entertainment
77739,Bergsten Music
78217,Red Hawk Entertainment
36430,Abraham Productions
414,Fountainbridge Films
545,Ten Thirteen Productions
6370,Quinta Communications
16923,Zephyr Films
8403,Bandito Brothers
34890,Electronic Arts
8116,Wind Dancer Productions
13040,Kasdan Pictures
372,Groucho II Film Partnership
889,Outlaw Productions
12626,Boxing Cat Films
7923,CAMERON MACKINTOSH
39443,Jolie Pas
171,Malpaso Productions
10566,Clipsal Films
23246,RCS Video
45728,Cliffhanger Productions
45729,Pioneer
20396,Kernos Filmproduktionsgesellschaft & Company
194,Hobby Films
195,Pole Star
7291,Olive Bridge Entertainment
95063,Marcy Media
21914,Kramer & Sigman Films
47586,Zaftig Films
907,Overbrook Films
421,Amen Ra Films
8851,Shawn Danielle Productions Ltd.
11321,Imaginary Forces
42209,Peter Frankfurt Productions
774,Valkyrie Films
7419,Scion Films
28121,H2S2 Filmproduktionsgesellschaft
21920,The Steve Tisch Company
2550,Teitler Film
20555,Taurus Film
54050,Linson Films
54051,Atman Entertainment
54052,Knickerbocker Films
737,Sidney Kimmel Entertainment
13788,Hopscotch Films
355,R.P. Productions
6732,Runteam III Ltd.
19553,Elektra Productions
19554,SAI Productions
10807,Troublemaker Studios
11005,AR Films
11006,Aldamisa Entertainment
13241,Demarest Films
29076,Solipsist Film
41658,Residaco
10246,Cross Creek Pictures
40106,Free State Pictures
62693,RVK Studios
1208,Rising Star
2116,VIP Medienfonds 4
2875,Ikiru Films
7956,Castelao Producciones
595,Eric's Boy
15888,Moving Pictures
52943,Gratitude International
3196,Tezuka Production Company Ltd.
3463,Imagi Animation Studios
24217,Paragon Entertainment Corp.
3407,Shanghai Film Group
19658,Jackie & JJ Production
36958,Sparkle Roll Media
74456,Home Media & Entertainment Fund
74457,Tencent Video
74458,China Film & TV Capital
74459,Visualizer Film Company
1608,Wayans Bros. Entertainment
15742,Internationale Filmproduktion
1811,FilmColony
6354,Wild Hogs Productions
15829,Pacific Standard
60682,Artemple - Hollywood
38005,Neufeld Rehme Productions
11030,Envision Entertainment Corporation
3169,Zide-Perry Productions
6363,BenderSpink
4258,Fortis Films
87840,Dozen Canada Productions
3672,Gotham Group
2455,Red Om Films
4198,Ixtlan
316,Wildwood Enterprises
11463,Edge City
7588,World Wrestling Entertainment (WWE)
10157,Beacon Pictures
53987,Fantail Films Inc.
28438,Riche-Ludwig Productions
28439,Groucho III Film Partnership
10146,Focus Features
11537,Laika Entertainment
2320,UTV Motion Pictures
53610,AR-TL
21497,Starlite Films
15278,British Broadcasting Corporation (BBC)
11567,Province of British Columbia Film Incentive BC
22536,Solomon/Hackett Productions
1163,Larger Than Life Productions
67173,Blue Train Productions
17825,Seagal/Nasso Productions
21480,Victor Company of Japan (JVC)
63906,Cutting Edge Films
9341,Etalon film
11250,Buckaroo Entertainment
73045,LHF Film
73046,Gerard Butler Alan Siegel Entertainment
74795,Nu Boyana Film Studios
57421,Grosvenor Park Impact Productions
4081,LEGO
25120,Warner Animation Group
7692,World 2000 Entertainment
22902,Tripod Entertainment
8057,Langley Park Production
7433,Ocean Pictures
906,Revelations Entertainment
76466,Liberty Pictures (II)
1683,Andell Entertainment
5163,Laura Bickford Productions
27317,Medienproduktion Poseidon Filmgesellschaft
28537,Sentinel Productions
33433,Furthur Films
5653,Ilion Animation Studios
12297,Hand Made Films
2092,Mike Zoss Productions
6556,Alphaville Productions
152,Icon Productions
288,BBC Films
14719,Baltimore Spring Creek Pictures
48638,Face Productions
2053,Grosvenor Park Media Ltd.
2831,InVenture Entertainment
21543,Nu-Image Films
8299,Krasnoff Foster Productions
1755,Allied Filmmakers
8931,Stars Road Entertainment
22641,TOKYOPOP
2605,Gran Via Productions
20352,NDE Productions
4700,Linson Entertainment
10885,Equity Pictures Medienfonds GmbH & Co. KG III
22443,Nu Image Entertainment GmbH
3241,Electric Entertainment
6362,Flyboys Films
23587,Screenland Pictures
22656,Don Carmody Productions
60746,Unique Features
60747,Mr. Smith Productions
2645,Guy Walks into a Bar Productions
2646,Deep River Productions
81136,Friendly Films (II)
49696,Post No Bills Films
49697,Pandemonium Productions
20360,Internationale Filmproduktion Blackbird Erste
7375,Dark Lot Entertainment
7376,Continental Entertainment Group (CEG)
36209,OddLot Entertainment
1062,Boll Kino Beteiligungs GmbH & Co. KG
1063,Brightlight Pictures
1064,Herold Productions
5521,CP Medien AG
26107,Networxx - Film Management
9175,Filmko Pictures
2253,Lawrence Bender Productions
12552,Marty Katz Productions
11307,The Donners' Company
57408,Mad Chance Productions
57409,22 & Indiana Pictures
30246,Scholastic Entertainment
135,UIP
384,MacDonald/Parkes Productions
19507,Outlaw Productions (I)
45726,Banter
22883,Partnership Pictures
676,Monarchy Enterprises B.V.
11106,Marvel Knights
23938,Burke/Samples/Foster Productions
23940,Cub Eight Productions
41248,Nancy Tenenbaum Films
51861,Dovemead Films
51862,Film Export A.G.
52942,Loumolo & Co.
11098,The Harvey Entertainment Company
41096,Lonetree Entertainment
39121,Super Cool ManChu
3393,Huayi Brothers
2787,Reel FX Creative Studios
2347,FGM Entertainment
457,Constellation Films
6033,Paramount
20664,Anton Capital Entertainment (ACE)
22123,TF1
58773,Amazon Prime Instant Video
2377,Chicago Pacific Entertainment
3539,Odyssey Entertainment
